x,date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,symbol,year
15895,01/07/2020,-0.44,-0.1632,amc,4,47378000,59225249,CULP,2020
15896,01/07/2020,0.77,0.6153966,amc,4,262401000,0,FIZZ,2020
15897,01/07/2020,1.1,1.0714282,bmo,4,5023000000,5034399999,GIS,2020
15898,01/07/2020,-0.37,0,bmo,4,3824000,0,KALV,2020
15899,01/07/2020,-2.03,-2.6214,bmo,1,3017000000,3735199999,M,2020
15901,01/07/2020,0.05,-0.1224,bmo,3,403000000,374128999,SCHN,2020
15902,01/07/2020,-0.19,0,bmo,1,5976000,0,SMGI,2020
15903,01/07/2020,2.3,2.0311908,bmo,1,1963000000,1999549999,STZ,2021
15904,01/07/2020,1.12,1.2625,bmo,3,445518000,387395049,UNF,2020
15914,02/07/2020,-0.01,0,amc,1,148977,0,CAPC,2020
15916,02/07/2020,0.6,0,bmo,3,343611000,0,CHYHY,2020
15917,02/07/2020,0.6,0.3955867,bmo,4,448976000,446072199,KFY,2020
15918,02/07/2020,0.93,0.89082,bmo,3,123106000,125372799,LNN,2020
15919,02/07/2020,2.27,0,amc,4,307871000,0,SENEB,2020
15922,02/07/2020,-0.02,-0.8755,bmo,1,1369000,0,TC,2020
15946,03/07/2020,-0.12,0,bmo,1,63862000,0,MOHO,2020
15947,05/07/2020,-0.31,0,bmo,1,37009000,0,LONE,2020
15956,06/07/2020,0.09,0.00816,bmo,1,15726000,0,AXAS,2020
15958,06/07/2020,-0.08,0,bmo,4,7735000,14108499,CIDM,2020
15959,06/07/2020,-15.81,0,amc,1,144165000,0,ENT,2020
15961,06/07/2020,-0.05,-0.0612,amc,1,431000,324799,MARK,2020
15962,06/07/2020,-0.04,0,bmo,1,61736000,89066249,MDXG,2019
15963,06/07/2020,-0.18,0,amc,1,2203000,0,NVFY,2020
15966,06/07/2020,-0.22,0,amc,3,1354000,0,SINO,2020
15970,06/07/2020,-1.74,0,amc,1,7718000,0,XSPA,2020
15986,07/07/2020,-0.03,-0.051,amc,4,14100000,14311499,ASPU,2020
15987,07/07/2020,-0.2,0,bmo,1,199951,0,FTFT,2020
15991,07/07/2020,-0.48,-0.459,amc,2,497542000,582741950,LEVI,2020
15993,07/07/2020,-0.1,0,amc,3,681000,0,ORMP,2020
15994,07/07/2020,0.61,0.6141012,bmo,4,951100000,924573649,PAYX,2020
15998,07/07/2020,0.7,0.6783867,amc,3,281287000,287123200,SGH,2020
16001,07/07/2020,0.03,0.0927,amc,2,960888000,1014999999,TV,2020
16026,08/07/2020,-1.96,-1.2444,amc,1,1307000000,1410849999,BBBY,2020
16028,08/07/2020,0.99,0,amc,3,64871000,0,CCF,2020
16031,08/07/2020,0.01,0.0816,amc,3,66147000,60483849,EXFO,2020
16036,08/07/2020,-0.27,0.1545,bmo,4,675683000,886876549,JE,2020
16038,08/07/2020,-0.05,-0.102,amc,3,22264000,31596949,KSHB,2020
16040,08/07/2020,1.4,1.1737008,bmo,3,834972000,820059099,MSM,2020
16041,08/07/2020,-0.11,-0.0612,bmo,3,9745000,10454499,NTIC,2020
16042,08/07/2020,0.51,-1.3938,amc,1,13297000,13570549,SAR,2021
16044,08/07/2020,0.26,0.157488,bmo,3,215101000,211201199,SMPL,2020
16075,09/07/2020,-0.14,0,bmo,4,2012000,0,AIHS,2020
16076,09/07/2020,0.02,0,bmo,1,12750000,0,AMBO,2020
16077,09/07/2020,-0.18,0,dmh,2,5446000,0,ARTW,2020
16079,09/07/2020,0.21,0.62115,bmo,1,213293000,262844399,AZZ,2021
16081,09/07/2020,-0.52,-0.5916,bmo,2,63801000,38174150,BSET,2020
16083,09/07/2020,0.23,0,amc,1,38292000,0,EDUC,2021
16084,09/07/2020,0.02,0,amc,2,9101000,0,EMGC,2020
16085,09/07/2020,-0.12,-0.309,amc,3,37105000,49613199,FC,2020
16087,09/07/2020,-0.14,0,amc,2,9315000,0,GRIF,2020
16089,09/07/2020,2.53,1.522248,bmo,1,420835000,352286199,HELE,2021
16094,09/07/2020,0.1,0,bmo,1,12213000,0,PKE,2021
16095,09/07/2020,0.41,0.2703,amc,3,799931000,703851749,PSMT,2020
16099,09/07/2020,0.2,0.09595,amc,3,12298000,11378149,SLP,2020
16100,09/07/2020,0.15,0,bmo,1,12930000000,0,SVNDY,2021
16105,09/07/2020,0.83,1.1814879,bmo,3,34631000000,34834800000,WBA,2020
16106,09/07/2020,1.06,1.0965,amc,3,98247000,109721499,WDFC,2020
16185,10/07/2020,-3.3,-1.5756,bmo,2,740000000,1146950000,CCL,2020
16190,10/07/2020,0.4,0,amc,2,3836000,0,FBSI,2020
16191,10/07/2020,-0.04,0,amc,4,2051000,0,GBCS,2019
16192,10/07/2020,1.05,0.1380367,bmo,3,762557000,625300899,GBX,2020
16193,10/07/2020,-0.14,0,amc,3,1569000,0,LEDS,2020
16199,10/07/2020,0.27,0.2222,amc,3,970880000,1025149999,SJR,2020
16200,10/07/2020,-0.77,0,amc,4,4579000,0,SNOA,2020
16201,10/07/2020,-0.34,0,amc,1,71987000,99469999,VOXX,2021
16260,13/07/2020,0.01,-0.051,bmo,1,6633800,6597499,DLPN,2020
16262,13/07/2020,0.41,0,bmo,2,1411000000,0,DNHBY,2020
16264,13/07/2020,5.03,0,amc,2,21041000,0,HIFS,2020
16265,13/07/2020,-0.08,0,amc,4,29000,0,IGC,2020
16266,13/07/2020,-0.15,0,bmo,1,7874,0,MKGI,2020
16271,13/07/2020,0.11,0,bmo,2,1109000000,0,ORKLY,2020
16274,13/07/2020,1.32,1.2641059,bmo,2,15945000000,15610699999,PEP,2020
16276,13/07/2020,0.22,0,amc,1,86015000,0,QEPC,2021
16347,14/07/2020,0.26,0,amc,2,10768000000,0,AMOV,2020
16348,14/07/2020,0.26,0.2929,amc,2,10768000000,10545849999,AMX,2020
16352,14/07/2020,-0.58,-0.4896,bmo,4,256886000,223848099,BNED,2020
16353,14/07/2020,0.51,0.284019,bmo,2,19766000000,19396650000,C,2020
16354,14/07/2020,1.81,0,amc,2,29859000,0,CNBKA,2020
16357,14/07/2020,-4.43,-4.1612,bmo,2,1468000000,1420999999,DAL,2020
16358,14/07/2020,0.42,0.3659658,bmo,2,1509000000,1492049999,FAST,2020
16359,14/07/2020,1.4,1.1789932,bmo,2,918981000,926207799,FRC,2020
16363,14/07/2020,1.38,1.0518241,bmo,2,33817000000,30744349999,JPM,2020
16364,14/07/2020,-1.26,-0.7956,amc,3,2812000,4364500,KRUS,2020
16368,14/07/2020,-0.06,0,bmo,1,26097000000,0,OGZPY,2020
16370,14/07/2020,-0.04,0,amc,1,12185000,0,WDDMF,2020
16371,14/07/2020,-0.66,-0.202,bmo,2,17836000000,18676000000,WFC,2020
16372,14/07/2020,0.06,0.0606,bmo,1,1974000000,1887899999,WIT,2021
16429,15/07/2020,-0.02,-0.5562,amc,2,2148000000,2141649999,AA,2020
16432,15/07/2020,1.97,2.397,bmo,2,3663000000,3938199999,ASML,2020
16435,15/07/2020,1.01,0.9401531,bmo,2,4010000000,3948349999,BK,2020
16446,15/07/2020,1.11,0.3876,bmo,2,51341000,49278249,CTBI,2020
16454,15/07/2020,-0.04,0,amc,1,8815000,0,FLOOF,2020
16455,15/07/2020,6.26,3.8983955,bmo,2,13295000000,9875950000,GS,2020
16459,15/07/2020,0.13,0.1428,bmo,1,3121000000,2984099999,INFY,2021
16461,15/07/2020,0.4,0,amc,3,16241000,0,JCTCF,2020
16466,15/07/2020,3.04,1.7527035,bmo,2,9649000000,9865800000,PGR,2020
16467,15/07/2020,-0.23,0,amc,3,2014000,0,PIXY,2020
16468,15/07/2020,0.61,0,bmo,2,11070000,0,PLBC,2020
16470,15/07/2020,-1.9,0.5190087,bmo,2,4076000000,4171649999,PNC,2020
16474,15/07/2020,-0.45,-0.816,amc,2,284938000,219605399,SNBR,2020
16476,15/07/2020,0.21,0,bmo,2,1098000000,0,SVNLY,2020
16480,15/07/2020,-0.08,0,bmo,2,17162000,0,THTX,2020
16481,15/07/2020,0.7,0,bmo,2,215713000,0,TMSNY,2020
16483,15/07/2020,0.12,0,amc,2,8791000,0,UBFO,2020
16484,15/07/2020,0.6,0,amc,2,20800000,0,UNB,2020
16485,15/07/2020,7.12,5.3293054,bmo,2,62138000000,64381449999,UNH,2020
16486,15/07/2020,0.41,0.223715,bmo,2,5814000000,5623099999,USB,2020
16487,15/07/2020,-0.03,0,amc,2,17627000,0,VLNCF,2020
16488,15/07/2020,1.33,0,amc,2,12390000,0,WINA,2020
16496,16/07/2020,0.57,0.4278259,bmo,2,7328000000,6851249999,ABT,2020
16499,16/07/2020,-0.03,-0.0306,amc,4,3773000,4648700,AEHR,2020
16503,16/07/2020,0.3,0.2346,bmo,2,6856000,6881699,AMRB,2020
16504,16/07/2020,-0.06,-0.0612,bmo,4,58332000,65264499,ANGO,2020
16505,16/07/2020,0.37,0.2695286,bmo,2,22454000000,22340149999,BAC,2020
16506,16/07/2020,0.63,0.4896,amc,2,109290000,111071449,BANF,2020
16509,16/07/2020,0.33,0.34845,bmo,2,91119000,100129749,BMI,2020
16516,16/07/2020,0.45,0.459,amc,2,19774000,0,CZNC,2020
16519,16/07/2020,2.99,2.2648139,bmo,2,920023000,922878599,DPZ,2020
16523,16/07/2020,-0.32,0,amc,4,10237000,0,FEIM,2020
16524,16/07/2020,0.26,0.1250178,amc,2,305589000,304246250,FNB,2020
16531,16/07/2020,0.47,0.26826,bmo,2,173690000,168104299,HOMB,2020
16532,16/07/2020,0.24,0.1405356,bmo,2,160873000,152828550,HTLD,2020
16533,16/07/2020,0.3,0.1785,bmo,3,121959000,117181749,IIIN,2020
16534,16/07/2020,1.14,0.8482116,amc,2,2146000000,2040149999,JBHT,2020
16536,16/07/2020,1.67,1.5097581,bmo,2,18336000000,17762500000,JNJ,2020
16541,16/07/2020,0.33,0.2346,amc,2,212384000,208450549,MRTN,2020
16542,16/07/2020,2.04,1.1505615,bmo,2,13414000000,10464649999,MS,2020
16545,16/07/2020,1.59,1.848138,amc,2,6148000000,6171199999,NFLX,2020
16546,16/07/2020,0.35,0,amc,2,21818000,0,OFLX,2020
16548,16/07/2020,0.28,0.4513092,bmo,2,293137000,282718100,PACW,2020
16549,16/07/2020,0.99,0.7182514,amc,2,3015000000,2821699999,PPG,2020
16553,16/07/2020,0.54,0.5381214,bmo,2,2450000000,2507049999,SCHW,2020
16554,16/07/2020,0.18,0.0309,bmo,2,2090000000,2060449999,SDVKY,2020
16555,16/07/2020,-0.12,0,bmo,1,141957000,0,SECO,2020
16558,16/07/2020,0.79,0.7777,bmo,2,1245000000,1339799999,SON,2020
16561,16/07/2020,0.19,0,bmo,2,3087000000,0,TELNY,2020
16562,16/07/2020,0.82,0.7063738,bmo,2,5871000000,5602799999,TFC,2020
16563,16/07/2020,0.78,0.7171,bmo,2,10385000000,10505249999,TSM,2020
16564,16/07/2020,0.72,0.66708,bmo,2,51617000,0,WABC,2020
16565,16/07/2020,0.93,0.792345,amc,2,319670000,312538799,WAL,2020
16566,16/07/2020,0.5,0.1441573,bmo,1,201400000,182009799,WNS,2021
16577,17/07/2020,0.92,0.7979,bmo,2,44042000,42254449,ACU,2020
16579,17/07/2020,0.61,0.2814486,bmo,2,1528000000,1522499999,ALLY,2020
16580,17/07/2020,-1.4,-0.8585,bmo,2,1048000000,1075900000,ALV,2020
16582,17/07/2020,7.85,7.0630714,bmo,2,3648000000,3511899999,BLK,2020
16583,17/07/2020,0.23,0.1428,bmo,2,14738000,0,BOCH,2020
16587,17/07/2020,0.55,0.0759722,bmo,2,1750000000,1705199999,CFG,2020
16591,17/07/2020,0.38,0,bmo,2,1664000000,693985949,DNKEY,2020
16594,17/07/2020,0.44,0,amc,2,8300000,0,EMCF,2020
16595,17/07/2020,0.08,0.1122,bmo,2,5743000000,5643399999,ERIC,2020
16596,17/07/2020,0.32,0,bmo,2,2934000000,0,ESSYY,2020
16597,17/07/2020,0.2,0.2222,bmo,2,511613000,495137299,FHN,2020
16606,17/07/2020,0.52,0,bmo,2,2789000000,0,KNYJY,2020
16607,17/07/2020,0.03,0,bmo,2,1285000000,0,KPCPY,2020
16608,17/07/2020,1.15,1.132917,bmo,2,547900000,572683300,KSU,2020
16615,17/07/2020,0.18,0,amc,2,13739000,0,PVBC,2020
16616,17/07/2020,0.76,0.6901,bmo,2,52205000,0,RBCAA,2020
16617,17/07/2020,-0.23,0.0522622,bmo,2,1544000000,1492049999,RF,2020
16622,17/07/2020,1.88,1.6272413,bmo,2,2937000000,2913049999,STT,2020
16623,17/07/2020,0.45,0,bmo,2,711324000,0,SWDBY,2020
16625,17/07/2020,0.7,0.67165,bmo,2,323090000,316466849,SXT,2020
16628,17/07/2020,0.05,0,bmo,2,2249000000,0,TLSNY,2020
16632,17/07/2020,-0.01,0,bmo,2,7564000000,0,VLVLY,2020
16646,20/07/2020,0.37,0,amc,2,177488000,197346449,ACC,2020
16647,20/07/2020,0.76,0.3972633,amc,2,57535000,56251299,ADC,2020
16651,20/07/2020,0.46,0.420648,bmo,2,24375000,24329549,BMRC,2020
16652,20/07/2020,0.77,0.5188434,amc,2,37385000,38854199,BMTC,2020
16653,20/07/2020,0.54,0.4215966,bmo,2,31043000,30612399,BSRR,2020
16654,20/07/2020,0.59,0.334209,amc,2,261828000,254379299,BXS,2020
16655,20/07/2020,1.24,1.224,bmo,4,453333000,461063749,CALM,2020
16656,20/07/2020,1.33,1.3096569,amc,2,2689000000,2821699999,CCK,2020
16657,20/07/2020,0.66,0.5326542,amc,2,638418000,601681850,CDNS,2020
16658,20/07/2020,1.2,0.4284,amc,2,20670000,0,CHMG,2020
16659,20/07/2020,0.13,0,bmo,4,4042000,0,CPAH,2020
16661,20/07/2020,2.77,0,amc,3,396854000,0,DIT,2020
16662,20/07/2020,0.56,0.54468,amc,2,75793000,77008050,EFSC,2020
16663,20/07/2020,0.47,0.2424,amc,2,142600000,143845800,ELS,2020
16664,20/07/2020,0.74,0.4891733,amc,2,137464000,101571049,FBK,2020
16665,20/07/2020,0.2,0,amc,2,12081000,0,FNCB,2020
16667,20/07/2020,0.1,0.1802034,amc,2,28169000,0,GNTY,2020
16668,20/07/2020,0.93,0.5576034,amc,2,43455000,44599099,GSBC,2020
16669,20/07/2020,0.05,-0.1111,bmo,2,3196000000,3359649999,HAL,2020
16670,20/07/2020,0.58,0,amc,2,10732000,0,HMNF,2020
16671,20/07/2020,2.18,2.0955379,amc,2,18123000000,17985800000,IBM,2020
16673,20/07/2020,0.39,0.3264,amc,2,17317000,0,LCNB,2020
16674,20/07/2020,2.97,2.6528559,bmo,2,941300000,890429049,LII,2020
16675,20/07/2020,0.03,0.0068034,amc,2,58546000,57570799,LLNW,2020
16676,20/07/2020,0.64,0.3774,amc,1,791894000,699537999,LOGI,2021
16677,20/07/2020,-0.82,0,amc,3,18994000,0,LUB,2020
16678,20/07/2020,0.18,0.1721646,bmo,2,3742000000,3643849999,MAN,2020
16680,20/07/2020,0.1,0,bmo,2,1845000,0,MSVB,2020
16683,20/07/2020,0.33,0.2487125,bmo,2,204132000,200066649,ONB,2020
16684,20/07/2020,0.44,0,amc,3,9067000,0,PBIP,2020
16685,20/07/2020,0.44,0,bmo,2,15965000,0,PEBK,2020
16687,20/07/2020,0.39,0.4029,bmo,1,96204000,89248949,PETS,2021
16688,20/07/2020,0.39,0,bmo,2,4840000000,0,PHG,2020
16691,20/07/2020,-0.61,0,bmo,1,2703000,0,RMCF,2021
16692,20/07/2020,0.75,0.71808,amc,2,90267000,99774499,SFBS,2020
16694,20/07/2020,0.47,0.3596112,amc,2,2094000000,2090899999,STLD,2020
16695,20/07/2020,0.44,0.2985234,amc,2,28616000,28298199,STXB,2020
16696,20/07/2020,0.25,0.0673367,amc,2,84280000,72065000,TBK,2020
16697,20/07/2020,1.21,0.646476,amc,2,30945000,32479999,WASH,2020
16699,20/07/2020,0.34,0.38301,amc,2,680000000,703039749,ZION,2020
16722,21/07/2020,0.32,0.3391075,amc,2,1392000000,1471749999,AGR,2020
16723,21/07/2020,0.26,-0.2222,amc,4,416500000,364415449,AIR,2020
16725,21/07/2020,1.09,0.8699376,amc,3,1586000000,1431149999,AMTD,2020
16726,21/07/2020,0.61,0.5508,bmo,2,32006000,31038699,AROW,2020
16727,21/07/2020,0.08,0,bmo,2,13240000,0,ASRV,2020
16729,21/07/2020,0.14,0.0561,amc,2,119023000,114299149,CALX,2020
16730,21/07/2020,0.34,0.545598,bmo,2,320572000,329235549,CBSH,2020
16731,21/07/2020,0.55,0.3026034,bmo,2,55657000,43025849,CCBG,2020
16732,21/07/2020,0.56,0.3230034,amc,2,29938000,29851149,CCNE,2020
16733,21/07/2020,0.08,0,bmo,2,135545000,0,CETV,2020
16735,21/07/2020,-0.62,-0.5555,bmo,2,410700000,483099399,CIT,2020
16736,21/07/2020,0.8,0.2160491,bmo,2,718000000,708439549,CMA,2020
16737,21/07/2020,0.92,1.7271,amc,2,2315000000,3298749999,CNI,2020
16739,21/07/2020,-1.61,-1.4746,amc,2,6556000000,6932449999,COF,2020
16741,21/07/2020,0.13,0.2958,amc,2,67292000,76003200,CPSS,2020
16742,21/07/2020,1.61,1.1103233,amc,2,1024000000,1009062249,CSL,2020
16744,21/07/2020,0.1,0.0404,bmo,2,89146000,86599799,CTG,2020
16747,21/07/2020,0.34,0.26775,amc,2,56029000,46294149,EBSB,2020
16748,21/07/2020,0.11,0.13515,amc,2,38623000,37483950,EQBK,2020
16750,21/07/2020,0.49,0.357,bmo,2,21359000,20756749,FCBP,2020
16751,21/07/2020,0.36,0.2448,amc,2,62454000,45411099,FFIC,2020
16752,21/07/2020,0.4,0.36312,bmo,2,57416000,56961799,FFWM,2020
16753,21/07/2020,0.19,0.1533366,amc,2,178225000,190403849,FMBI,2020
16755,21/07/2020,0.24,0.103275,amc,2,155854000,163780399,FULT,2020
16756,21/07/2020,1.05,0.96135,bmo,2,300500000,336370999,GATX,2020
16759,21/07/2020,0.26,0.1874762,bmo,2,1611000000,1009062249,GPK,2020
16760,21/07/2020,0.31,0.2632722,amc,2,452029000,456415049,HCSG,2020
16761,21/07/2020,0.17,0.5757,dmh,1,2776000000,0,HDB,2020
16763,21/07/2020,0.11,0.361479,amc,2,315057000,321805749,HWC,2020
16764,21/07/2020,0.57,0.3209634,amc,2,539000000,465499299,IBKR,2020
16767,21/07/2020,1.06,0.2934642,amc,2,279883000,269046050,IRBT,2020
16768,21/07/2020,1.11,0.43962,amc,2,852100000,678578249,ISRG,2020
16770,21/07/2020,2.01,0,bmo,2,2436000000,0,KB,2020
16771,21/07/2020,-0.39,0,amc,4,34257000,39930099,KEQU,2020
16773,21/07/2020,0.42,0.4121236,bmo,2,7150000000,7287699999,KO,2020
16775,21/07/2020,5.79,5.7783716,bmo,2,16220000000,15458449999,LMT,2020
16778,21/07/2020,0.54,0.3264,bmo,2,41555000,37159150,MBWM,2020
16781,21/07/2020,0.5,0,bmo,2,500168000,0,MLI,2020
16782,21/07/2020,5.73,4.88325,bmo,2,2380000000,2567949999,MUSA,2020
16783,21/07/2020,0.91,0.4797366,amc,2,329000000,276080000,NAVI,2020
16784,21/07/2020,0.62,0.31416,amc,2,86165000,73191650,NBHC,2020
16785,21/07/2020,1.28,0.96135,amc,2,31497000,31942049,NCBS,2020
16786,21/07/2020,0.31,0.30345,bmo,4,109074000,114634099,NEOG,2020
16787,21/07/2020,0.32,0,bmo,1,3133000000,0,NJDCY,2020
16789,21/07/2020,1.36,1.4544,bmo,2,11347000000,12179999999,NVS,2020
16791,21/07/2020,-0.3,0,bmo,3,18021000,0,OGI,2020
16793,21/07/2020,0.58,0.2448,amc,2,20798000,19386499,ORRF,2020
16794,21/07/2020,0.43,0.3150678,bmo,2,2702000000,2892749999,PCAR,2020
16795,21/07/2020,0.29,0.1355172,bmo,2,49524000,52110099,PEBO,2020
16796,21/07/2020,1.03,0.8432034,amc,2,42182000,42223999,PFBC,2020
16797,21/07/2020,1.11,0.462075,bmo,2,944366000,933668049,PLD,2020
16798,21/07/2020,1.29,1.1322069,bmo,2,6651000000,6597499999,PM,2020
16799,21/07/2020,0.89,0.898824,amc,2,273739000,279997900,PNFP,2020
16802,21/07/2020,0.32,0.0867,amc,2,79770000,78692949,REXR,2020
16803,21/07/2020,2.21,2.2899612,bmo,2,399797000,394977099,SBNY,2020
16804,21/07/2020,0.21,0,bmo,2,2328000000,0,SEOAY,2020
16805,21/07/2020,0.55,0.3179034,bmo,2,213908000,207526899,SFNC,2020
16807,21/07/2020,0.28,0.0206,bmo,2,1715000000,1573249999,SKFRY,2020
16808,21/07/2020,0.48,0.2533986,amc,2,29257000,27719649,SMBK,2020
16809,21/07/2020,-0.09,-0.102,amc,2,454158000,439606649,SNAP,2020
16810,21/07/2020,0.23,0.0552571,bmo,2,550050000,453461399,SNV,2020
16812,21/07/2020,0.5,0.2481873,amc,2,575240000,546547050,SUM,2020
16813,21/07/2020,0.06,0.1499244,bmo,2,3396000000,3694599999,SYF,2020
16816,21/07/2020,1.33,1.0393506,amc,2,838661000,763310449,TER,2020
16819,21/07/2020,0.11,-0.0306,amc,1,38904000,40031599,TRNS,2021
16820,21/07/2020,0.117,0.1122,amc,2,41107000,41249599,TRST,2020
16821,21/07/2020,1.15,0.8877193,amc,2,3239000000,2953649999,TXN,2020
16822,21/07/2020,-9.31,-9.1102,amc,2,1475000000,1339799999,UAL,2020
16823,21/07/2020,0.33,0.2121,bmo,2,7403000000,0,UBS,2020
16825,21/07/2020,0.32,0.3219426,amc,2,115999000,143937150,UCBI,2020
16826,21/07/2020,1.32,1.1016,amc,2,258991000,268112249,USNA,2020
16830,21/07/2020,0.06,0.258257,amc,2,1936000000,2009699999,WRB,2020
16831,21/07/2020,0.34,0.7154484,amc,2,425124000,382035849,WTFC,2020
16864,22/07/2020,0.22,0.2828,bmo,2,6154000000,5714449999,ABB,2020
16866,22/07/2020,-0.23,0.0202,bmo,2,145600000,157832499,AFI,2020
16867,22/07/2020,-0.35,-0.0408,amc,2,352314000,327459299,ALGN,2020
16869,22/07/2020,0.81,0.6307753,bmo,2,1988000000,1786399999,APH,2020
16870,22/07/2020,0.19,0.2628525,amc,2,23129000,36397900,ARR,2020
16871,22/07/2020,-0.75,2.5452,amc,2,75805000,0,ASR,2020
16873,22/07/2020,0.28,0.27132,bmo,2,609100000,645377599,AVNT,2020
16874,22/07/2020,0.01,-0.0102,amc,2,22134000,22005199,AXTI,2020
16875,22/07/2020,0.67,0.3464634,amc,2,147300000,120064349,BANR,2020
16876,22/07/2020,0.26,0.3468,amc,2,22252000,20452249,BCML,2020
16877,22/07/2020,0.07,-0.0306,amc,2,47926000,45563349,BCOV,2020
16879,22/07/2020,0.34,0.0168367,amc,2,136837000,144464950,BDN,2020
16880,22/07/2020,0.06,0.5355,amc,3,103631000,106788149,BEDU,2020
16881,22/07/2020,1.11,0.74235,amc,2,28600000,23558149,BFC,2020
16882,22/07/2020,10.26,8.19315,bmo,2,3682000000,3491599999,BIIB,2020
16883,22/07/2020,-0.05,0,bmo,2,4736000000,4872000000,BKR,2020
16884,22/07/2020,0.92,1.13934,bmo,2,510797000,462433999,BOKF,2020
16886,22/07/2020,0.25,0.1428,amc,2,64288000,66624599,BRKL,2020
16889,22/07/2020,-0.45,0.1211556,bmo,2,184664000,190688049,CADE,2020
16892,22/07/2020,0.53,0.21165,amc,3,103185000,107265199,CASH,2020
16893,22/07/2020,0.25,0,amc,2,18384000,0,CBAN,2020
16895,22/07/2020,1.58,1.4667192,bmo,2,505600000,495360599,CHKP,2020
16897,22/07/2020,0.14,0.0995153,amc,2,115736000,117080249,CLB,2020
16899,22/07/2020,0.4,0.3568734,amc,2,1365000000,1339799999,CMG,2020
16900,22/07/2020,0.54,0.5319367,amc,2,94087000,96424999,CNS,2020
16903,22/07/2020,2.94,4.7792,bmo,2,1293000000,1309349999,CP,2020
16904,22/07/2020,-0.15,-0.204,bmo,2,1135000000,1238300000,CSTM,2020
16905,22/07/2020,0.65,0.642158,amc,2,2255000000,2334500000,CSX,2020
16906,22/07/2020,0.31,0.2703,amc,2,116721000,105478799,CVBF,2020
16907,22/07/2020,0.18,0.31416,amc,2,15574000,16524199,CVCY,2020
16908,22/07/2020,-1.2,-0.2828,amc,2,2662000000,2699899999,DFS,2020
16909,22/07/2020,1.13,0.9348156,bmo,2,1499000000,1492049999,DOV,2020
16910,22/07/2020,0.19,0.1106292,amc,2,514719000,477212399,ECHO,2020
16911,22/07/2020,1.6,1.3106265,amc,2,982800000,926694999,EFX,2020
16912,22/07/2020,0.9,0.7599,amc,2,81363000,82600699,EGBN,2020
16913,22/07/2020,0.26,0,amc,2,5893000,0,ESBK,2020
16914,22/07/2020,1.53,1.4023143,bmo,2,513922000,457125549,EVR,2020
16916,22/07/2020,0.3,0.21777,bmo,2,13130000,12585999,FCCO,2020
16917,22/07/2020,0.62,0.5883666,bmo,2,412746000,443717399,FCFS,2020
16918,22/07/2020,0.43,0.3417,amc,2,17901000,14301349,FMAO,2020
16919,22/07/2020,0.6,0,amc,2,19092000,0,FNLC,2020
16920,22/07/2020,0.46,0.208575,amc,2,109202000,110350799,FR,2020
16922,22/07/2020,0.37,0.26462,amc,2,366892000,329915599,GGG,2020
16923,22/07/2020,1.65,1.5735825,amc,2,1181000000,1177400000,GL,2020
16925,22/07/2020,0.44,0.280275,amc,2,37004000,36448650,GTY,2020
16926,22/07/2020,-0.04,-0.0202,amc,1,17705000,18676000,GVP,2020
16927,22/07/2020,1.5,-0.5151,bmo,2,11068000000,10058649999,HCA,2020
16928,22/07/2020,-0.31,-0.2652,amc,2,79518000,71151500,HCCI,2020
16930,22/07/2020,0.04,-0.0101,amc,2,199147000,177888899,HLX,2020
16931,22/07/2020,0.2,-0.3131,amc,2,417456000,385639099,HNI,2020
16932,22/07/2020,0.19,0.04845,bmo,2,29447000,0,HONE,2020
16935,22/07/2020,1.2,1.1265594,amc,2,620228000,607751550,ICLR,2020
16939,22/07/2020,0.4,0.34068,amc,2,19399000,16128349,INBK,2020
16941,22/07/2020,1.18,1.0683881,bmo,2,2521000000,2446150000,IQV,2020
16943,22/07/2020,0.36,0.22134,amc,2,275700000,267858499,KALU,2020
16944,22/07/2020,0.16,0.0829311,bmo,2,1717000000,1623999999,KEY,2020
16945,22/07/2020,0.17,0.1726393,amc,2,2560000000,2933349999,KMI,2020
16946,22/07/2020,0.57,0.358045,bmo,2,1061000000,1075900000,KNX,2020
16947,22/07/2020,0.43,0.8888,amc,2,1848000000,2009699999,KOF,2020
16950,22/07/2020,3.72,1.5542688,bmo,2,2759000000,2456300000,LAD,2020
16951,22/07/2020,0.26,0.1122,amc,2,11711000,12179999,LMST,2020
16952,22/07/2020,0.09,0.0303,amc,2,63309000,56170099,LOB,2020
16953,22/07/2020,0.68,0.7261584,amc,2,823514000,786980249,LSTR,2020
16955,22/07/2020,-1.05,-0.7272,amc,2,98000000,572206250,LVS,2020
16956,22/07/2020,0.46,0.2346,bmo,2,12220000,11773999,MBCN,2020
16957,22/07/2020,1.29,0.7979,bmo,2,35814000,34317150,MCB,2020
16958,22/07/2020,-0.24,-0.663,amc,2,15156000,13347249,MCRI,2020
16960,22/07/2020,2.2,2.1589728,bmo,2,184795000,184009349,MKTX,2020
16962,22/07/2020,1.46,1.369758,amc,4,38033000000,37047500000,MSFT,2020
16963,22/07/2020,2.38,1.4408963,amc,2,1033000000,901939149,MTH,2020
16965,22/07/2020,1.54,1.4781024,bmo,2,699000000,692199549,NDAQ,2020
16966,22/07/2020,0.23,0.14535,amc,2,30230000,0,NFBK,2020
16968,22/07/2020,0.01,0,bmo,2,3090000000,0,NHYDY,2020
16970,22/07/2020,0.34,0.3079288,bmo,2,115795000,112796949,NRZ,2020
