time,price,spread
2007-12-29 22:00:00+00:00,1.47155,0.001
2007-12-30 22:00:00+00:00,1.4592,0.001
2007-12-31 22:00:00+00:00,1.4592,0.001
2008-01-01 22:00:00+00:00,1.47147,9e-05
2008-01-02 22:00:00+00:00,1.4751,9e-05
2008-01-03 22:00:00+00:00,1.47429,0.001
2008-01-05 22:00:00+00:00,1.47465,0.001
2008-01-06 22:00:00+00:00,1.46954,9e-05
2008-01-07 22:00:00+00:00,1.47078,9e-05
2008-01-08 22:00:00+00:00,1.46594,9e-05
2008-01-09 22:00:00+00:00,1.48038,9e-05
2008-01-10 22:00:00+00:00,1.47767,0.001
2008-01-12 22:00:00+00:00,1.47822,0.001
2008-01-13 22:00:00+00:00,1.48692,9e-05
2008-01-14 22:00:00+00:00,1.48042,9e-05
2008-01-15 22:00:00+00:00,1.46526,9e-05
2008-01-16 22:00:00+00:00,1.46422,9e-05
2008-01-17 22:00:00+00:00,1.46212,0.001
2008-01-19 22:00:00+00:00,1.46035,0.001
2008-01-20 22:00:00+00:00,1.44543,9e-05
2008-01-21 22:00:00+00:00,1.46294,9e-05
2008-01-22 22:00:00+00:00,1.46304,9e-05
2008-01-23 22:00:00+00:00,1.47556,9e-05
2008-01-24 22:00:00+00:00,1.46813,0.001
2008-01-26 22:00:00+00:00,1.46802,0.001
2008-01-27 22:00:00+00:00,1.47812,9e-05
2008-01-28 22:00:00+00:00,1.47763,9e-05
2008-01-29 22:00:00+00:00,1.4862,0.00015
2008-01-30 22:00:00+00:00,1.48603,9e-05
2008-01-31 22:00:00+00:00,1.48025,0.001
2008-02-02 22:00:00+00:00,1.4806,0.001
2008-02-03 22:00:00+00:00,1.48292,9e-05
2008-02-04 22:00:00+00:00,1.46478,9e-05
2008-02-05 22:00:00+00:00,1.46324,9e-05
2008-02-06 22:00:00+00:00,1.4485,9e-05
2008-02-07 22:00:00+00:00,1.45056,0.001
2008-02-09 22:00:00+00:00,1.45175,0.001
2008-02-10 22:00:00+00:00,1.45184,9e-05
2008-02-11 22:00:00+00:00,1.45844,9e-05
2008-02-12 22:00:00+00:00,1.45734,9e-05
2008-02-13 22:00:00+00:00,1.46428,9e-05
2008-02-14 22:00:00+00:00,1.4682,0.001
2008-02-16 22:00:00+00:00,1.46799,0.001
2008-02-17 22:00:00+00:00,1.46582,9e-05
2008-02-18 22:00:00+00:00,1.47258,9e-05
2008-02-19 22:00:00+00:00,1.47148,9e-05
2008-02-20 22:00:00+00:00,1.4814,9e-05
2008-02-21 22:00:00+00:00,1.48267,0.001
2008-02-22 22:00:00+00:00,1.48267,0.001
2008-02-23 22:00:00+00:00,1.48392,0.001
2008-02-24 22:00:00+00:00,1.48302,9e-05
2008-02-25 22:00:00+00:00,1.49743,9e-05
2008-02-26 22:00:00+00:00,1.51204,9e-05
2008-02-27 22:00:00+00:00,1.51934,9e-05
2008-02-28 22:00:00+00:00,1.51786,0.001
2008-03-01 22:00:00+00:00,1.51952,0.001
2008-03-02 22:00:00+00:00,1.5204,9e-05
2008-03-03 22:00:00+00:00,1.52166,9e-05
2008-03-04 22:00:00+00:00,1.5265,9e-05
2008-03-05 22:00:00+00:00,1.53808,9e-05
2008-03-06 22:00:00+00:00,1.53557,0.001
2008-03-08 22:00:00+00:00,1.53632,0.001
2008-03-09 21:00:00+00:00,1.53436,9e-05
2008-03-10 21:00:00+00:00,1.5338,9e-05
2008-03-11 21:00:00+00:00,1.55512,9e-05
2008-03-12 21:00:00+00:00,1.56358,9e-05
2008-03-13 21:00:00+00:00,1.56737,0.001
2008-03-15 21:00:00+00:00,1.56816,0.001
2008-03-16 21:00:00+00:00,1.57291,0.00016
2008-03-17 21:00:00+00:00,1.5624,0.00012
2008-03-18 21:00:00+00:00,1.5626,0.00012
2008-03-19 21:00:00+00:00,1.5428,9e-05
2008-03-20 21:00:00+00:00,1.54339,0.001
2008-03-22 21:00:00+00:00,1.54415,0.001
2008-03-23 21:00:00+00:00,1.54227,0.00018
2008-03-24 21:00:00+00:00,1.56502,9e-05
2008-03-25 21:00:00+00:00,1.58456,9e-05
2008-03-26 21:00:00+00:00,1.57781,0.00014
2008-03-27 21:00:00+00:00,1.57946,0.001
2008-03-29 21:00:00+00:00,1.5802,0.001
2008-03-30 21:00:00+00:00,1.57883,9e-05
2008-03-31 21:00:00+00:00,1.56142,9e-05
2008-04-01 21:00:00+00:00,1.56858,9e-05
2008-04-02 21:00:00+00:00,1.5685,9e-05
2008-04-03 21:00:00+00:00,1.57375,0.001
2008-04-05 21:00:00+00:00,1.57312,0.001
2008-04-06 21:00:00+00:00,1.57104,9e-05
2008-04-07 21:00:00+00:00,1.57116,9e-05
2008-04-08 21:00:00+00:00,1.58317,9e-05
2008-04-09 21:00:00+00:00,1.57428,9e-05
2008-04-10 21:00:00+00:00,1.58073,0.001
2008-04-12 21:00:00+00:00,1.5696,0.0005
2008-04-13 21:00:00+00:00,1.58322,9e-05
2008-04-14 21:00:00+00:00,1.57894,9e-05
2008-04-15 21:00:00+00:00,1.59474,9e-05
2008-04-16 21:00:00+00:00,1.59082,9e-05
2008-04-17 21:00:00+00:00,1.58172,0.001
2008-04-19 21:00:00+00:00,1.5806,0.001
2008-04-20 21:00:00+00:00,1.59122,9e-05
2008-04-21 21:00:00+00:00,1.59914,9e-05
2008-04-22 21:00:00+00:00,1.58896,9e-05
2008-04-23 21:00:00+00:00,1.5682,9e-05
2008-04-24 21:00:00+00:00,1.56302,0.001
2008-04-25 21:00:00+00:00,1.5627,0.001
2008-04-26 21:00:00+00:00,1.5613,0.001
2008-04-27 21:00:00+00:00,1.5658,9e-05
2008-04-28 21:00:00+00:00,1.55722,9e-05
2008-04-29 21:00:00+00:00,1.56226,9e-05
2008-04-30 21:00:00+00:00,1.54754,9e-05
2008-05-01 21:00:00+00:00,1.5424,0.001
2008-05-03 21:00:00+00:00,1.54365,0.001
2008-05-04 21:00:00+00:00,1.54968,0.00015
2008-05-05 21:00:00+00:00,1.55322,9e-05
2008-05-06 21:00:00+00:00,1.5392,0.00015
2008-05-07 21:00:00+00:00,1.53936,0.00015
2008-05-08 21:00:00+00:00,1.54829,0.001
2008-05-10 21:00:00+00:00,1.54555,0.001
2008-05-11 21:00:00+00:00,1.55531,9e-05
2008-05-12 21:00:00+00:00,1.54742,0.00015
2008-05-13 21:00:00+00:00,1.54738,9e-05
2008-05-14 21:00:00+00:00,1.54476,9e-05
2008-05-15 21:00:00+00:00,1.55767,0.001
2008-05-17 21:00:00+00:00,1.55935,0.001
2008-05-18 21:00:00+00:00,1.55101,0.00012
2008-05-19 21:00:00+00:00,1.56459,0.00012
2008-05-20 21:00:00+00:00,1.57946,0.00012
2008-05-21 21:00:00+00:00,1.57342,0.00012
2008-05-22 21:00:00+00:00,1.57621,0.001
2008-05-24 21:00:00+00:00,1.57677,0.001
2008-05-25 21:00:00+00:00,1.577,0.00012
2008-05-26 21:00:00+00:00,1.56911,0.00012
2008-05-27 21:00:00+00:00,1.5638,9e-05
2008-05-28 21:00:00+00:00,1.55186,0.00015
2008-05-29 21:00:00+00:00,1.55539,0.001
2008-05-31 21:00:00+00:00,1.55665,0.001
2008-06-01 21:00:00+00:00,1.5537,0.00015
2008-06-02 21:00:00+00:00,1.5444,0.00015
2008-06-03 21:00:00+00:00,1.54404,0.00015
2008-06-04 21:00:00+00:00,1.5594,0.00012
2008-06-05 21:00:00+00:00,1.57777,0.001
2008-06-06 21:00:00+00:00,1.57802,0.001
2008-06-07 21:00:00+00:00,1.5782,0.001
2008-06-08 21:00:00+00:00,1.56458,0.00015
2008-06-09 21:00:00+00:00,1.54672,0.00015
2008-06-10 21:00:00+00:00,1.55528,0.00015
2008-06-11 21:00:00+00:00,1.5439,0.00012
2008-06-12 21:00:00+00:00,1.53798,0.001
2008-06-13 21:00:00+00:00,1.53807,0.001
2008-06-14 21:00:00+00:00,1.54055,0.001
2008-06-15 21:00:00+00:00,1.54776,0.00012
2008-06-16 21:00:00+00:00,1.55111,0.00012
2008-06-17 21:00:00+00:00,1.55347,0.00012
2008-06-18 21:00:00+00:00,1.55045,0.00012
2008-06-19 21:00:00+00:00,1.56069,0.001
2008-06-21 21:00:00+00:00,1.56233,0.001
2008-06-22 21:00:00+00:00,1.55178,0.00015
2008-06-23 21:00:00+00:00,1.5568,0.00015
2008-06-24 21:00:00+00:00,1.56667,0.00012
2008-06-25 21:00:00+00:00,1.57573,0.00012
2008-06-26 21:00:00+00:00,1.57943,0.001
2008-06-28 21:00:00+00:00,1.57783,0.001
2008-06-29 21:00:00+00:00,1.5756,0.00015
2008-06-30 21:00:00+00:00,1.57926,0.00015
2008-07-01 21:00:00+00:00,1.58823,0.00012
2008-07-02 21:00:00+00:00,1.57036,0.00015
2008-07-03 21:00:00+00:00,1.57094,0.001
2008-07-05 21:00:00+00:00,1.56982,0.001
2008-07-06 21:00:00+00:00,1.57256,0.00015
2008-07-07 21:00:00+00:00,1.56706,0.00015
2008-07-08 21:00:00+00:00,1.57429,0.00015
2008-07-09 21:00:00+00:00,1.57886,0.00015
2008-07-10 21:00:00+00:00,1.59383,0.001
2008-07-11 21:00:00+00:00,1.59374,0.001
2008-07-12 21:00:00+00:00,1.597,0.001
2008-07-13 21:00:00+00:00,1.59076,0.00015
2008-07-14 21:00:00+00:00,1.59114,0.00015
2008-07-15 21:00:00+00:00,1.58266,0.00015
2008-07-16 21:00:00+00:00,1.5863,0.0002
2008-07-17 21:00:00+00:00,1.58477,0.001
2008-07-18 21:00:00+00:00,1.58477,0.001
2008-07-19 21:00:00+00:00,1.58427,0.001
2008-07-20 21:00:00+00:00,1.59226,0.00015
2008-07-21 21:00:00+00:00,1.57832,0.00015
2008-07-22 21:00:00+00:00,1.5698,0.00015
2008-07-23 21:00:00+00:00,1.56776,0.00015
2008-07-24 21:00:00+00:00,1.57095,0.001
2008-07-26 21:00:00+00:00,1.57095,0.001
2008-07-27 21:00:00+00:00,1.57412,9e-05
2008-07-28 21:00:00+00:00,1.55882,9e-05
2008-07-29 21:00:00+00:00,1.55752,9e-05
2008-07-30 21:00:00+00:00,1.56038,0.00012
2008-07-31 21:00:00+00:00,1.55634,0.001
2008-08-01 21:00:00+00:00,1.55639,0.001
2008-08-02 21:00:00+00:00,1.55658,0.001
2008-08-03 21:00:00+00:00,1.55764,0.00015
2008-08-04 21:00:00+00:00,1.5454,0.00015
2008-08-05 21:00:00+00:00,1.5407,0.00015
2008-08-06 21:00:00+00:00,1.53252,0.00015
2008-08-07 21:00:00+00:00,1.50052,0.001
2008-08-09 21:00:00+00:00,1.49315,0.001
2008-08-10 21:00:00+00:00,1.4909,0.00015
2008-08-11 21:00:00+00:00,1.49258,0.00015
