time,EURUSD,GBPUSD,EURAUD
2019-01-02 11:40:00+00:00,1.143365,1.2663950000000002,1.631445
2019-01-02 12:00:00+00:00,1.141835,1.265685,1.62894
2019-01-02 12:20:00+00:00,1.1408200000000002,1.265005,1.62805
2019-01-02 12:40:00+00:00,1.1405100000000001,1.26521,1.6283
2019-01-02 13:00:00+00:00,1.14029,1.264645,1.6279750000000002
2019-01-02 13:20:00+00:00,1.138405,1.26194,1.629025
2019-01-02 13:40:00+00:00,1.1371799999999999,1.26098,1.627745
2019-01-02 14:00:00+00:00,1.137035,1.26074,1.6269200000000001
2019-01-02 14:20:00+00:00,1.13679,1.260385,1.6268049999999998
2019-01-02 14:40:00+00:00,1.136075,1.260645,1.6247850000000001
2019-01-02 15:00:00+00:00,1.13632,1.261675,1.624425
2019-01-02 15:20:00+00:00,1.134555,1.260305,1.623485
2019-01-02 15:40:00+00:00,1.1353799999999998,1.2599900000000002,1.6222450000000002
2019-01-02 16:00:00+00:00,1.13571,1.259375,1.6200649999999999
2019-01-02 16:20:00+00:00,1.135155,1.2587700000000002,1.62148
2019-01-02 16:40:00+00:00,1.135645,1.259775,1.622625
2019-01-02 17:00:00+00:00,1.134565,1.259505,1.620965
2019-01-02 17:20:00+00:00,1.13434,1.258785,1.6200450000000002
2019-01-02 17:40:00+00:00,1.13353,1.25864,1.619675
2019-01-02 18:00:00+00:00,1.1332799999999998,1.2594500000000002,1.619915
2019-01-02 18:20:00+00:00,1.1327850000000002,1.2593,1.62034
2019-01-02 18:40:00+00:00,1.1328049999999998,1.259235,1.61996
2019-01-02 19:00:00+00:00,1.133225,1.25934,1.621035
2019-01-02 19:20:00+00:00,1.133715,1.2595,1.62024
2019-01-02 19:40:00+00:00,1.134375,1.2612450000000002,1.62101
2019-01-02 20:00:00+00:00,1.1343299999999998,1.26119,1.62084
2019-01-02 20:20:00+00:00,1.13473,1.261405,1.621975
2019-01-02 20:40:00+00:00,1.134585,1.26115,1.620795
2019-01-02 21:00:00+00:00,1.134105,1.26072,1.621
2019-01-02 21:20:00+00:00,1.134635,1.2612,1.623635
2019-01-02 21:40:00+00:00,1.13447,1.26108,1.623985
2019-01-02 22:00:00+00:00,1.134625,1.26029,1.625985
2019-01-02 22:20:00+00:00,1.13192,1.25399,1.6338
2019-01-02 22:40:00+00:00,1.13303,1.24812,1.6468600000000002
2019-01-02 23:00:00+00:00,1.1333950000000002,1.25126,1.6480549999999998
2019-01-02 23:20:00+00:00,1.13321,1.25356,1.6388200000000002
2019-01-02 23:40:00+00:00,1.13125,1.2516850000000002,1.63555
2019-01-03 00:00:00+00:00,1.133775,1.254225,1.6346399999999999
2019-01-03 00:20:00+00:00,1.1339549999999998,1.25421,1.638325
2019-01-03 00:40:00+00:00,1.133985,1.2548700000000002,1.6365450000000001
2019-01-03 01:00:00+00:00,1.1347,1.25475,1.63693
2019-01-03 01:20:00+00:00,1.1348,1.254185,1.639635
2019-01-03 01:40:00+00:00,1.13484,1.2547199999999998,1.635985
2019-01-03 02:00:00+00:00,1.134725,1.254515,1.63695
2019-01-03 02:20:00+00:00,1.135845,1.25571,1.6365399999999999
2019-01-03 02:40:00+00:00,1.135825,1.2546549999999999,1.63663
2019-01-03 03:00:00+00:00,1.136455,1.25471,1.63724
2019-01-03 03:20:00+00:00,1.13715,1.255735,1.638975
2019-01-03 03:40:00+00:00,1.1365049999999999,1.254985,1.639115
2019-01-03 04:00:00+00:00,1.1364800000000002,1.2550299999999999,1.637505
2019-01-03 04:20:00+00:00,1.13666,1.25488,1.63726
2019-01-03 04:40:00+00:00,1.13673,1.25481,1.6373
2019-01-03 05:00:00+00:00,1.136845,1.254915,1.638275
2019-01-03 05:20:00+00:00,1.1362100000000002,1.255015,1.6377700000000002
2019-01-03 05:40:00+00:00,1.136105,1.25466,1.63642
2019-01-03 06:00:00+00:00,1.135795,1.254395,1.6372
2019-01-03 06:20:00+00:00,1.13662,1.255115,1.638085
2019-01-03 06:40:00+00:00,1.137245,1.2553450000000002,1.63796
2019-01-03 07:00:00+00:00,1.13688,1.25631,1.63726
2019-01-03 07:20:00+00:00,1.137215,1.25519,1.634995
2019-01-03 07:40:00+00:00,1.136965,1.2552299999999998,1.6331449999999998
2019-01-03 08:00:00+00:00,1.13659,1.255595,1.630885
2019-01-03 08:20:00+00:00,1.137525,1.255995,1.6315600000000001
2019-01-03 08:40:00+00:00,1.138,1.2567700000000002,1.633625
2019-01-03 09:00:00+00:00,1.13759,1.2578049999999998,1.6319249999999998
2019-01-03 09:20:00+00:00,1.1377549999999998,1.25735,1.6338700000000002
2019-01-03 09:40:00+00:00,1.137585,1.25814,1.633825
2019-01-03 10:00:00+00:00,1.136935,1.2572299999999998,1.63287
2019-01-03 10:20:00+00:00,1.13711,1.257475,1.632715
2019-01-03 10:40:00+00:00,1.13686,1.2568899999999998,1.63155
2019-01-03 11:00:00+00:00,1.135985,1.25603,1.631365
2019-01-03 11:20:00+00:00,1.1355600000000001,1.256155,1.631975
2019-01-03 11:40:00+00:00,1.134165,1.25588,1.6308200000000002
2019-01-03 12:00:00+00:00,1.13451,1.2558,1.63047
2019-01-03 12:20:00+00:00,1.135325,1.25669,1.62923
2019-01-03 12:40:00+00:00,1.13436,1.256065,1.6285450000000001
2019-01-03 13:00:00+00:00,1.134025,1.256045,1.62626
2019-01-03 13:20:00+00:00,1.1359,1.258715,1.62744
2019-01-03 13:40:00+00:00,1.136575,1.259025,1.626505
2019-01-03 14:00:00+00:00,1.137045,1.25881,1.627085
2019-01-03 14:20:00+00:00,1.13671,1.2592649999999999,1.6272950000000002
2019-01-03 14:40:00+00:00,1.136475,1.257735,1.62652
2019-01-03 15:00:00+00:00,1.14038,1.25966,1.630435
2019-01-03 15:20:00+00:00,1.13998,1.25971,1.6319649999999999
2019-01-03 15:40:00+00:00,1.13931,1.2601200000000001,1.62837
2019-01-03 16:00:00+00:00,1.1398700000000002,1.26068,1.62864
2019-01-03 16:20:00+00:00,1.13976,1.262545,1.625505
2019-01-03 16:40:00+00:00,1.139865,1.26316,1.625005
2019-01-03 17:00:00+00:00,1.139895,1.262795,1.62469
2019-01-03 17:20:00+00:00,1.1400549999999998,1.26389,1.62635
2019-01-03 17:40:00+00:00,1.139875,1.264345,1.62465
2019-01-03 18:00:00+00:00,1.14034,1.26408,1.627585
2019-01-03 18:20:00+00:00,1.139895,1.263675,1.6260249999999998
2019-01-03 18:40:00+00:00,1.1400700000000001,1.2632949999999998,1.626545
2019-01-03 19:00:00+00:00,1.14003,1.2630299999999999,1.6259899999999998
2019-01-03 19:20:00+00:00,1.1390799999999999,1.26273,1.624625
2019-01-03 19:40:00+00:00,1.13915,1.26321,1.6269049999999998
2019-01-03 20:00:00+00:00,1.139825,1.263475,1.62724
2019-01-03 20:20:00+00:00,1.139885,1.263215,1.628055
2019-01-03 20:40:00+00:00,1.13984,1.263485,1.6277400000000002
2019-01-03 21:00:00+00:00,1.139875,1.26395,1.6273950000000001
2019-01-03 21:20:00+00:00,1.139655,1.26376,1.62693
2019-01-03 21:40:00+00:00,1.139415,1.26346,1.62663
2019-01-03 22:00:00+00:00,1.13915,1.26328,1.62656
2019-01-03 22:20:00+00:00,1.139365,1.26379,1.6271399999999998
2019-01-03 22:40:00+00:00,1.139375,1.26363,1.626735
2019-01-03 23:00:00+00:00,1.1394600000000001,1.26292,1.6254650000000002
2019-01-03 23:20:00+00:00,1.13963,1.26321,1.625725
2019-01-03 23:40:00+00:00,1.1390149999999999,1.262815,1.62576
2019-01-04 00:00:00+00:00,1.13946,1.2627000000000002,1.62875
2019-01-04 00:20:00+00:00,1.139845,1.26264,1.628965
2019-01-04 00:40:00+00:00,1.14056,1.263855,1.629795
2019-01-04 01:00:00+00:00,1.1405450000000001,1.26416,1.62971
2019-01-04 01:20:00+00:00,1.1407500000000002,1.264205,1.628095
2019-01-04 01:40:00+00:00,1.1404100000000001,1.26415,1.625305
2019-01-04 02:00:00+00:00,1.140685,1.2639,1.625625
2019-01-04 02:20:00+00:00,1.1401299999999999,1.2639049999999998,1.624005
2019-01-04 02:40:00+00:00,1.1397549999999999,1.2636850000000002,1.62312
2019-01-04 03:00:00+00:00,1.13915,1.26312,1.62258
2019-01-04 03:20:00+00:00,1.13964,1.264105,1.621815
2019-01-04 03:40:00+00:00,1.1398350000000002,1.2641950000000002,1.62144
2019-01-04 04:00:00+00:00,1.13909,1.263385,1.6219800000000002
2019-01-04 04:20:00+00:00,1.139425,1.26358,1.62271
2019-01-04 04:40:00+00:00,1.13944,1.263725,1.6223
2019-01-04 05:00:00+00:00,1.139375,1.263695,1.622465
2019-01-04 05:20:00+00:00,1.1397499999999998,1.263965,1.622155
2019-01-04 05:40:00+00:00,1.1390200000000001,1.263525,1.62256
2019-01-04 06:00:00+00:00,1.13893,1.263695,1.62266
2019-01-04 06:20:00+00:00,1.1387399999999999,1.263465,1.62218
2019-01-04 06:40:00+00:00,1.139335,1.26366,1.622775
2019-01-04 07:00:00+00:00,1.140025,1.26492,1.62334
2019-01-04 07:20:00+00:00,1.14026,1.263465,1.624085
2019-01-04 07:40:00+00:00,1.14078,1.26505,1.624295
2019-01-04 08:00:00+00:00,1.140935,1.265915,1.62348
2019-01-04 08:20:00+00:00,1.14097,1.26633,1.6241150000000002
2019-01-04 08:40:00+00:00,1.14076,1.266935,1.622795
2019-01-04 09:00:00+00:00,1.141375,1.2677,1.62117
2019-01-04 09:20:00+00:00,1.140845,1.267105,1.6197849999999998
2019-01-04 09:40:00+00:00,1.140315,1.2671199999999998,1.6181450000000002
2019-01-04 10:00:00+00:00,1.139995,1.2687549999999999,1.6180249999999998
2019-01-04 10:20:00+00:00,1.140175,1.267795,1.61843
2019-01-04 10:40:00+00:00,1.140395,1.26766,1.61932
2019-01-04 11:00:00+00:00,1.140925,1.26725,1.61972
2019-01-04 11:20:00+00:00,1.1414,1.26725,1.6197499999999998
2019-01-04 11:40:00+00:00,1.141145,1.266735,1.6201649999999999
2019-01-04 12:00:00+00:00,1.140785,1.266745,1.6201150000000002
2019-01-04 12:20:00+00:00,1.141265,1.26734,1.6198549999999998
2019-01-04 12:40:00+00:00,1.140565,1.266925,1.618665
2019-01-04 13:00:00+00:00,1.140005,1.266435,1.6180299999999999
2019-01-04 13:20:00+00:00,1.13764,1.2645499999999998,1.617885
2019-01-04 13:40:00+00:00,1.137155,1.2643799999999998,1.614455
2019-01-04 14:00:00+00:00,1.136315,1.263955,1.61386
2019-01-04 14:20:00+00:00,1.1354,1.26251,1.61339
2019-01-04 14:40:00+00:00,1.135385,1.262975,1.612855
2019-01-04 15:00:00+00:00,1.1352,1.262485,1.612645
2019-01-04 15:20:00+00:00,1.139545,1.268655,1.606
2019-01-04 15:40:00+00:00,1.14104,1.27228,1.605975
2019-01-04 16:00:00+00:00,1.140725,1.272075,1.60629
2019-01-04 16:20:00+00:00,1.141465,1.27212,1.6067749999999998
2019-01-04 16:40:00+00:00,1.140885,1.2737049999999999,1.605275
2019-01-04 17:00:00+00:00,1.13949,1.27216,1.604165
2019-01-04 17:20:00+00:00,1.14,1.2725149999999998,1.6034
2019-01-04 17:40:00+00:00,1.140565,1.2725899999999999,1.604085
2019-01-04 18:00:00+00:00,1.140885,1.27305,1.603625
2019-01-04 18:20:00+00:00,1.14077,1.2737049999999999,1.6026850000000001
2019-01-04 18:40:00+00:00,1.140415,1.27345,1.602175
2019-01-04 19:00:00+00:00,1.140005,1.273635,1.60173
2019-01-04 19:20:00+00:00,1.140145,1.274225,1.60174
2019-01-04 19:40:00+00:00,1.139995,1.274195,1.6019450000000002
2019-01-04 20:00:00+00:00,1.14041,1.2744,1.602495
2019-01-04 20:20:00+00:00,1.14015,1.27389,1.60259
2019-01-04 20:40:00+00:00,1.140305,1.27383,1.602475
2019-01-04 21:00:00+00:00,1.1399,1.2732450000000002,1.601265
2019-01-04 21:20:00+00:00,1.1398899999999998,1.273065,1.6008850000000001
2019-01-04 21:40:00+00:00,1.13951,1.272285,1.6013700000000002
2019-01-06 22:00:00+00:00,1.14058,1.2728199999999998,1.60356
2019-01-06 22:20:00+00:00,1.14021,1.2727499999999998,1.60291
2019-01-06 22:40:00+00:00,1.1405100000000001,1.27257,1.60253
2019-01-06 23:00:00+00:00,1.14089,1.27308,1.6020949999999998
2019-01-06 23:20:00+00:00,1.140785,1.27338,1.601805
2019-01-06 23:40:00+00:00,1.141025,1.27318,1.6018
2019-01-07 00:00:00+00:00,1.14063,1.2731700000000001,1.601465
2019-01-07 00:20:00+00:00,1.14117,1.2735150000000002,1.6021299999999998
2019-01-07 00:40:00+00:00,1.140935,1.273515,1.60358
2019-01-07 01:00:00+00:00,1.140865,1.2735100000000001,1.60249
2019-01-07 01:20:00+00:00,1.1412799999999999,1.27384,1.60258
2019-01-07 01:40:00+00:00,1.14212,1.27425,1.60196
2019-01-07 02:00:00+00:00,1.141965,1.274405,1.6022399999999999
2019-01-07 02:20:00+00:00,1.1421,1.2743149999999999,1.6006
2019-01-07 02:40:00+00:00,1.142015,1.2742950000000002,1.602325
2019-01-07 03:00:00+00:00,1.142135,1.2744950000000002,1.60246
2019-01-07 03:20:00+00:00,1.142225,1.2746899999999999,1.601845
2019-01-07 03:40:00+00:00,1.14226,1.274825,1.6009200000000001
2019-01-07 04:00:00+00:00,1.14283,1.274925,1.60166
2019-01-07 04:20:00+00:00,1.1427,1.274915,1.60148
2019-01-07 04:40:00+00:00,1.14205,1.274515,1.6012600000000001
2019-01-07 05:00:00+00:00,1.1423299999999998,1.27471,1.601165
2019-01-07 05:20:00+00:00,1.142365,1.27511,1.60145
2019-01-07 05:40:00+00:00,1.14236,1.274935,1.601985
2019-01-07 06:00:00+00:00,1.142305,1.2746549999999999,1.60169
2019-01-07 06:20:00+00:00,1.142335,1.275095,1.6016050000000002
2019-01-07 06:40:00+00:00,1.14164,1.27464,1.60064
2019-01-07 07:00:00+00:00,1.141575,1.2743449999999998,1.60107
2019-01-07 07:20:00+00:00,1.141735,1.274475,1.601625
2019-01-07 07:40:00+00:00,1.14365,1.2748899999999999,1.6024450000000001
2019-01-07 08:00:00+00:00,1.143365,1.274235,1.6022450000000001
2019-01-07 08:20:00+00:00,1.1437,1.27403,1.602035
2019-01-07 08:40:00+00:00,1.143155,1.2727950000000001,1.602015
2019-01-07 09:00:00+00:00,1.14436,1.2738649999999998,1.603335
2019-01-07 09:20:00+00:00,1.144275,1.27444,1.60338
2019-01-07 09:40:00+00:00,1.144115,1.27502,1.60499
2019-01-07 10:00:00+00:00,1.143875,1.2743,1.60447
2019-01-07 10:20:00+00:00,1.14376,1.2737,1.60464
2019-01-07 10:40:00+00:00,1.143895,1.27312,1.605125
2019-01-07 11:00:00+00:00,1.1438549999999998,1.2738550000000002,1.60538
2019-01-07 11:20:00+00:00,1.143775,1.27429,1.6054549999999999
2019-01-07 11:40:00+00:00,1.14405,1.27542,1.605645
2019-01-07 12:00:00+00:00,1.14448,1.275375,1.604375
2019-01-07 12:20:00+00:00,1.144205,1.275005,1.603955
2019-01-07 12:40:00+00:00,1.1439549999999998,1.274745,1.60346
2019-01-07 13:00:00+00:00,1.14479,1.27609,1.603445
2019-01-07 13:20:00+00:00,1.1453149999999999,1.276375,1.60461
2019-01-07 13:40:00+00:00,1.14579,1.276535,1.6059
2019-01-07 14:00:00+00:00,1.146335,1.276895,1.608275
2019-01-07 14:20:00+00:00,1.146615,1.2770450000000002,1.608055
2019-01-07 14:40:00+00:00,1.1468049999999999,1.27765,1.607665
2019-01-07 15:00:00+00:00,1.14637,1.27789,1.60744
2019-01-07 15:20:00+00:00,1.14606,1.27765,1.607665
2019-01-07 15:40:00+00:00,1.14638,1.27722,1.6062
2019-01-07 16:00:00+00:00,1.146685,1.2761,1.6074
2019-01-07 16:20:00+00:00,1.146435,1.27547,1.607955
2019-01-07 16:40:00+00:00,1.14673,1.27565,1.6053350000000002
2019-01-07 17:00:00+00:00,1.146715,1.276995,1.605015
2019-01-07 17:20:00+00:00,1.146775,1.27735,1.60537
2019-01-07 17:40:00+00:00,1.1469,1.2774450000000002,1.604765
2019-01-07 18:00:00+00:00,1.1477950000000001,1.277415,1.60594
2019-01-07 18:20:00+00:00,1.147585,1.277175,1.606035
2019-01-07 18:40:00+00:00,1.147415,1.276855,1.606545
2019-01-07 19:00:00+00:00,1.148025,1.277045,1.60713
2019-01-07 19:20:00+00:00,1.147745,1.276715,1.6067850000000001
2019-01-07 19:40:00+00:00,1.1479549999999998,1.27706,1.60717
2019-01-07 20:00:00+00:00,1.14751,1.276735,1.60648
2019-01-07 20:20:00+00:00,1.147465,1.276685,1.605785
2019-01-07 20:40:00+00:00,1.147695,1.27696,1.60638
2019-01-07 21:00:00+00:00,1.1474600000000001,1.27699,1.6058299999999999
2019-01-07 21:20:00+00:00,1.1474799999999998,1.277265,1.60541
2019-01-07 21:40:00+00:00,1.147475,1.27765,1.6054
2019-01-07 22:00:00+00:00,1.1474,1.27805,1.605285
2019-01-07 22:20:00+00:00,1.147535,1.27862,1.605625
2019-01-07 22:40:00+00:00,1.14763,1.27871,1.6066049999999998
2019-01-07 23:00:00+00:00,1.14806,1.27864,1.606395
2019-01-07 23:20:00+00:00,1.147945,1.278725,1.606735
2019-01-07 23:40:00+00:00,1.147895,1.27859,1.606715
2019-01-08 00:00:00+00:00,1.1483299999999999,1.27861,1.606425
2019-01-08 00:20:00+00:00,1.1477050000000002,1.27817,1.606675
2019-01-08 00:40:00+00:00,1.1468049999999999,1.27789,1.605725
2019-01-08 01:00:00+00:00,1.14649,1.2779049999999998,1.6062100000000001
2019-01-08 01:20:00+00:00,1.145705,1.2771249999999998,1.605805
2019-01-08 01:40:00+00:00,1.14485,1.2765799999999998,1.604925
2019-01-08 02:00:00+00:00,1.144725,1.2768000000000002,1.6037299999999999
2019-01-08 02:20:00+00:00,1.14489,1.27701,1.6030799999999998
2019-01-08 02:40:00+00:00,1.1450550000000002,1.2771350000000001,1.603135
2019-01-08 03:00:00+00:00,1.14476,1.277045,1.603585
2019-01-08 03:20:00+00:00,1.14396,1.2764950000000002,1.60402
2019-01-08 03:40:00+00:00,1.14388,1.275785,1.604775
2019-01-08 04:00:00+00:00,1.1432799999999999,1.2756,1.60464
2019-01-08 04:20:00+00:00,1.14371,1.275835,1.60497
2019-01-08 04:40:00+00:00,1.143905,1.27601,1.605
2019-01-08 05:00:00+00:00,1.144105,1.276095,1.60484
2019-01-08 05:20:00+00:00,1.144295,1.27621,1.60516
2019-01-08 05:40:00+00:00,1.144375,1.276355,1.60639
2019-01-08 06:00:00+00:00,1.145325,1.277845,1.60624
2019-01-08 06:20:00+00:00,1.14497,1.27714,1.60595
2019-01-08 06:40:00+00:00,1.14458,1.27691,1.606305
2019-01-08 07:00:00+00:00,1.14442,1.27841,1.605445
2019-01-08 07:20:00+00:00,1.143735,1.276305,1.60581
2019-01-08 07:40:00+00:00,1.14438,1.27626,1.607175
2019-01-08 08:00:00+00:00,1.143685,1.2758450000000001,1.605885
2019-01-08 08:20:00+00:00,1.1445049999999999,1.27647,1.60611
2019-01-08 08:40:00+00:00,1.14491,1.27783,1.60486
2019-01-08 09:00:00+00:00,1.14516,1.27714,1.60502
2019-01-08 09:20:00+00:00,1.145715,1.277685,1.6054899999999999
2019-01-08 09:40:00+00:00,1.14521,1.27668,1.606315
2019-01-08 10:00:00+00:00,1.14437,1.27552,1.605595
2019-01-08 10:20:00+00:00,1.144575,1.2762,1.606085
2019-01-08 10:40:00+00:00,1.14458,1.2758450000000001,1.606545
2019-01-08 11:00:00+00:00,1.14454,1.2751,1.60612
2019-01-08 11:20:00+00:00,1.14491,1.2758049999999999,1.6048749999999998
2019-01-08 11:40:00+00:00,1.146575,1.2774299999999998,1.606465
2019-01-08 12:00:00+00:00,1.146095,1.27727,1.604355
2019-01-08 12:20:00+00:00,1.14574,1.2765300000000002,1.60422
2019-01-08 12:40:00+00:00,1.1449850000000001,1.27481,1.60436
2019-01-08 13:00:00+00:00,1.143975,1.2751,1.603685
2019-01-08 13:20:00+00:00,1.143375,1.273675,1.603535
2019-01-08 13:40:00+00:00,1.14276,1.27356,1.60309
2019-01-08 14:00:00+00:00,1.1432950000000002,1.2741799999999999,1.603535
2019-01-08 14:20:00+00:00,1.143485,1.2733700000000001,1.6032350000000002
2019-01-08 14:40:00+00:00,1.1438700000000002,1.272645,1.6024500000000002
2019-01-08 15:00:00+00:00,1.14316,1.27212,1.6044049999999999
2019-01-08 15:20:00+00:00,1.1435799999999998,1.27239,1.6048850000000001
2019-01-08 15:40:00+00:00,1.144155,1.273115,1.605115
2019-01-08 16:00:00+00:00,1.144735,1.273385,1.60511
2019-01-08 16:20:00+00:00,1.14439,1.2734299999999998,1.6056549999999998
2019-01-08 16:40:00+00:00,1.144315,1.2722200000000001,1.60432
2019-01-08 17:00:00+00:00,1.14456,1.271185,1.60378
2019-01-08 17:20:00+00:00,1.1452799999999999,1.271865,1.60366
2019-01-08 17:40:00+00:00,1.14545,1.272335,1.603365
2019-01-08 18:00:00+00:00,1.14503,1.2717399999999999,1.603145
2019-01-08 18:20:00+00:00,1.1446,1.271715,1.60323
2019-01-08 18:40:00+00:00,1.14411,1.27125,1.60279
2019-01-08 19:00:00+00:00,1.1442649999999999,1.270925,1.602935
2019-01-08 19:20:00+00:00,1.1443,1.271405,1.6025999999999998
2019-01-08 19:40:00+00:00,1.14424,1.27188,1.60265
2019-01-08 20:00:00+00:00,1.143815,1.271415,1.602585
2019-01-08 20:20:00+00:00,1.143875,1.271665,1.602375
2019-01-08 20:40:00+00:00,1.1440549999999998,1.2719850000000001,1.60254
2019-01-08 21:00:00+00:00,1.144155,1.271785,1.60257
2019-01-08 21:20:00+00:00,1.1440000000000001,1.271465,1.60209
2019-01-08 21:40:00+00:00,1.1441700000000001,1.27142,1.60237
2019-01-08 22:00:00+00:00,1.144125,1.27152,1.602645
2019-01-08 22:20:00+00:00,1.144025,1.27167,1.60217
2019-01-08 22:40:00+00:00,1.144145,1.2713,1.602775
2019-01-08 23:00:00+00:00,1.1445949999999998,1.272725,1.60269
2019-01-08 23:20:00+00:00,1.1449250000000002,1.273125,1.60267
2019-01-08 23:40:00+00:00,1.14575,1.273865,1.5989950000000002
2019-01-09 00:00:00+00:00,1.14591,1.2738649999999998,1.5997350000000001
2019-01-09 00:20:00+00:00,1.1454600000000001,1.27339,1.602525
2019-01-09 00:40:00+00:00,1.145625,1.2737850000000002,1.60297
2019-01-09 01:00:00+00:00,1.145775,1.274045,1.6009
2019-01-09 01:20:00+00:00,1.146305,1.274385,1.60195
2019-01-09 01:40:00+00:00,1.145765,1.2738,1.600525
2019-01-09 02:00:00+00:00,1.145535,1.27379,1.600825
2019-01-09 02:20:00+00:00,1.14533,1.27366,1.5993
2019-01-09 02:40:00+00:00,1.14517,1.273565,1.5999949999999998
2019-01-09 03:00:00+00:00,1.145905,1.2742399999999998,1.59978
2019-01-09 03:20:00+00:00,1.14591,1.274155,1.6003100000000001
2019-01-09 03:40:00+00:00,1.145425,1.273535,1.59935
2019-01-09 04:00:00+00:00,1.14527,1.273455,1.600475
2019-01-09 04:20:00+00:00,1.14554,1.273475,1.60101
2019-01-09 04:40:00+00:00,1.146005,1.27433,1.60202
2019-01-09 05:00:00+00:00,1.145905,1.27422,1.6012849999999998
2019-01-09 05:20:00+00:00,1.1457700000000002,1.274035,1.6011799999999998
2019-01-09 05:40:00+00:00,1.14609,1.274265,1.60189
2019-01-09 06:00:00+00:00,1.14578,1.27388,1.6020450000000002
2019-01-09 06:20:00+00:00,1.14576,1.27357,1.6021200000000002
2019-01-09 06:40:00+00:00,1.1458700000000002,1.2735,1.602985
2019-01-09 07:00:00+00:00,1.146315,1.2739,1.60236
2019-01-09 07:20:00+00:00,1.1468450000000001,1.27417,1.6019899999999998
2019-01-09 07:40:00+00:00,1.1466049999999999,1.27323,1.6025200000000002
2019-01-09 08:00:00+00:00,1.1464450000000002,1.27347,1.60189
2019-01-09 08:20:00+00:00,1.146765,1.276625,1.60239
2019-01-09 08:40:00+00:00,1.14632,1.27685,1.601935
2019-01-09 09:00:00+00:00,1.14655,1.2758450000000001,1.601675
2019-01-09 09:20:00+00:00,1.1463299999999998,1.274835,1.6006749999999998
2019-01-09 09:40:00+00:00,1.146065,1.2752750000000002,1.601115
2019-01-09 10:00:00+00:00,1.145985,1.27387,1.5999700000000001
2019-01-09 10:20:00+00:00,1.14527,1.272205,1.6000450000000002
2019-01-09 10:40:00+00:00,1.14522,1.27264,1.5993899999999999
2019-01-09 11:00:00+00:00,1.1450799999999999,1.2728899999999999,1.5981
2019-01-09 11:20:00+00:00,1.14487,1.27252,1.59808
2019-01-09 11:40:00+00:00,1.14561,1.2735049999999999,1.597795
2019-01-09 12:00:00+00:00,1.145175,1.272875,1.59863
2019-01-09 12:20:00+00:00,1.14498,1.27312,1.59837
2019-01-09 12:40:00+00:00,1.145055,1.27424,1.598005
