time,EUR_USD
2017-01-03 21:00:00,1.04021
2017-01-03 21:20:00,1.0406
2017-01-03 21:40:00,1.04049
2017-01-03 22:00:00,1.0405
2017-01-03 22:20:00,1.04086
2017-01-03 22:40:00,1.04054
2017-01-03 23:00:00,1.04093
2017-01-03 23:20:00,1.04184
2017-01-03 23:40:00,1.04194
2017-01-04 00:00:00,1.04177
2017-01-04 00:20:00,1.04016
2017-01-04 00:40:00,1.04072
2017-01-04 01:00:00,1.03946
2017-01-04 01:20:00,1.0401200000000002
2017-01-04 01:40:00,1.03966
2017-01-04 02:00:00,1.03936
2017-01-04 02:20:00,1.03994
2017-01-04 02:40:00,1.0401200000000002
2017-01-04 03:00:00,1.04056
2017-01-04 03:20:00,1.04028
2017-01-04 03:40:00,1.04044
2017-01-04 04:00:00,1.04054
2017-01-04 04:20:00,1.04064
2017-01-04 04:40:00,1.0407799999999998
2017-01-04 05:00:00,1.04026
2017-01-04 05:20:00,1.04034
2017-01-04 05:40:00,1.04041
2017-01-04 06:00:00,1.0406799999999998
2017-01-04 06:20:00,1.0405799999999998
2017-01-04 06:40:00,1.04118
2017-01-04 07:00:00,1.04061
2017-01-04 07:20:00,1.04144
2017-01-04 07:40:00,1.04193
2017-01-04 08:00:00,1.0417299999999998
2017-01-04 08:20:00,1.0431
2017-01-04 08:40:00,1.04252
2017-01-04 09:00:00,1.04338
2017-01-04 09:20:00,1.0441
2017-01-04 09:40:00,1.0441200000000002
2017-01-04 10:00:00,1.04382
2017-01-04 10:20:00,1.04356
2017-01-04 10:40:00,1.04368
2017-01-04 11:00:00,1.04325
2017-01-04 11:20:00,1.0444
2017-01-04 11:40:00,1.04337
2017-01-04 12:00:00,1.04316
2017-01-04 12:20:00,1.04274
2017-01-04 12:40:00,1.04338
2017-01-04 13:00:00,1.04338
2017-01-04 13:20:00,1.04342
2017-01-04 13:40:00,1.04376
2017-01-04 14:00:00,1.0439200000000002
2017-01-04 14:20:00,1.04492
2017-01-04 14:40:00,1.04489
2017-01-04 15:00:00,1.04622
2017-01-04 15:20:00,1.04674
2017-01-04 15:40:00,1.0467
2017-01-04 16:00:00,1.04762
2017-01-04 16:20:00,1.04852
2017-01-04 16:40:00,1.04776
2017-01-04 17:00:00,1.04753
2017-01-04 17:20:00,1.0481200000000002
2017-01-04 17:40:00,1.04756
2017-01-04 18:00:00,1.0471700000000002
2017-01-04 18:20:00,1.04716
2017-01-04 18:40:00,1.04746
2017-01-04 19:00:00,1.04784
2017-01-04 19:20:00,1.04813
2017-01-04 19:40:00,1.04546
2017-01-04 20:00:00,1.04665
2017-01-04 20:20:00,1.04684
2017-01-04 20:40:00,1.0473
2017-01-04 21:00:00,1.04863
2017-01-04 21:20:00,1.04828
2017-01-04 21:40:00,1.04908
2017-01-04 22:00:00,1.04892
2017-01-04 22:20:00,1.04866
2017-01-04 22:40:00,1.04872
2017-01-04 23:00:00,1.04873
2017-01-04 23:20:00,1.04872
2017-01-04 23:40:00,1.04824
2017-01-05 00:00:00,1.04969
2017-01-05 00:20:00,1.0525799999999998
2017-01-05 00:40:00,1.05224
2017-01-05 01:00:00,1.05406
2017-01-05 01:20:00,1.05226
2017-01-05 01:40:00,1.05138
2017-01-05 02:00:00,1.05196
2017-01-05 02:20:00,1.0523
2017-01-05 02:40:00,1.05124
2017-01-05 03:00:00,1.0515
2017-01-05 03:20:00,1.0523
2017-01-05 03:40:00,1.05192
2017-01-05 04:00:00,1.05204
2017-01-05 04:20:00,1.05193
2017-01-05 04:40:00,1.05228
2017-01-05 05:00:00,1.05264
2017-01-05 05:20:00,1.05469
2017-01-05 05:40:00,1.05536
2017-01-05 06:00:00,1.05417
2017-01-05 06:20:00,1.05586
2017-01-05 06:40:00,1.05726
2017-01-05 07:00:00,1.0566799999999998
2017-01-05 07:20:00,1.0551
2017-01-05 07:40:00,1.05551
2017-01-05 08:00:00,1.05596
2017-01-05 08:20:00,1.05516
2017-01-05 08:40:00,1.05174
2017-01-05 09:00:00,1.05153
2017-01-05 09:20:00,1.05121
2017-01-05 09:40:00,1.05108
2017-01-05 10:00:00,1.05046
2017-01-05 10:20:00,1.05119
2017-01-05 10:40:00,1.05036
2017-01-05 11:00:00,1.04887
2017-01-05 11:20:00,1.0485
2017-01-05 11:40:00,1.04964
2017-01-05 12:00:00,1.04936
2017-01-05 12:20:00,1.05047
2017-01-05 12:40:00,1.05129
2017-01-05 13:00:00,1.05013
2017-01-05 13:20:00,1.05106
2017-01-05 13:40:00,1.05332
2017-01-05 14:00:00,1.05305
2017-01-05 14:20:00,1.0547799999999998
2017-01-05 14:40:00,1.05366
2017-01-05 15:00:00,1.05454
2017-01-05 15:20:00,1.05553
2017-01-05 15:40:00,1.05788
2017-01-05 16:00:00,1.06026
2017-01-05 16:20:00,1.06075
2017-01-05 16:40:00,1.06013
2017-01-05 17:00:00,1.05988
2017-01-05 17:20:00,1.05961
2017-01-05 17:40:00,1.05995
2017-01-05 18:00:00,1.05984
2017-01-05 18:20:00,1.05996
2017-01-05 18:40:00,1.05942
2017-01-05 19:00:00,1.06
2017-01-05 19:20:00,1.05909
2017-01-05 19:40:00,1.05996
2017-01-05 20:00:00,1.0592
2017-01-05 20:20:00,1.05922
2017-01-05 20:40:00,1.0597
2017-01-05 21:00:00,1.05992
2017-01-05 21:20:00,1.0602200000000002
2017-01-05 21:40:00,1.06082
2017-01-05 22:00:00,1.06069
2017-01-05 22:20:00,1.0606799999999998
2017-01-05 22:40:00,1.06058
2017-01-05 23:00:00,1.06021
2017-01-05 23:20:00,1.06073
2017-01-05 23:40:00,1.06044
2017-01-06 00:00:00,1.06039
2017-01-06 00:20:00,1.05956
2017-01-06 00:40:00,1.05884
2017-01-06 01:00:00,1.05903
2017-01-06 01:20:00,1.05842
2017-01-06 01:40:00,1.05851
2017-01-06 02:00:00,1.05838
2017-01-06 02:20:00,1.05866
2017-01-06 02:40:00,1.05932
2017-01-06 03:00:00,1.05875
2017-01-06 03:20:00,1.05892
2017-01-06 03:40:00,1.05838
2017-01-06 04:00:00,1.05887
2017-01-06 04:20:00,1.05866
2017-01-06 04:40:00,1.05884
2017-01-06 05:00:00,1.05804
2017-01-06 05:20:00,1.05808
2017-01-06 05:40:00,1.058
2017-01-06 06:00:00,1.05827
2017-01-06 06:20:00,1.05862
2017-01-06 06:40:00,1.05834
2017-01-06 07:00:00,1.05792
2017-01-06 07:20:00,1.05806
2017-01-06 07:40:00,1.05859
2017-01-06 08:00:00,1.05843
2017-01-06 08:20:00,1.0593
2017-01-06 08:40:00,1.05894
2017-01-06 09:00:00,1.05936
2017-01-06 09:20:00,1.05914
2017-01-06 09:40:00,1.0603
2017-01-06 10:00:00,1.06006
2017-01-06 10:20:00,1.0596
2017-01-06 10:40:00,1.0595
2017-01-06 11:00:00,1.06061
2017-01-06 11:20:00,1.05929
2017-01-06 11:40:00,1.05929
2017-01-06 12:00:00,1.05862
2017-01-06 12:20:00,1.05814
2017-01-06 12:40:00,1.05748
2017-01-06 13:00:00,1.05799
2017-01-06 13:20:00,1.0588799999999998
2017-01-06 13:40:00,1.0571
2017-01-06 14:00:00,1.05442
2017-01-06 14:20:00,1.05544
2017-01-06 14:40:00,1.05542
2017-01-06 15:00:00,1.05586
2017-01-06 15:20:00,1.05657
2017-01-06 15:40:00,1.05714
2017-01-06 16:00:00,1.0573
2017-01-06 16:20:00,1.05644
2017-01-06 16:40:00,1.05617
2017-01-06 17:00:00,1.05588
2017-01-06 17:20:00,1.0543
2017-01-06 17:40:00,1.05414
2017-01-06 18:00:00,1.05497
2017-01-06 18:20:00,1.0549
2017-01-06 18:40:00,1.0536
2017-01-06 19:00:00,1.0525799999999998
2017-01-06 19:20:00,1.0529
2017-01-06 19:40:00,1.05264
2017-01-06 20:00:00,1.05312
2017-01-06 20:20:00,1.05302
2017-01-06 20:40:00,1.05318
2017-01-06 21:00:00,1.05343
2017-01-06 21:20:00,1.053
2017-01-06 21:40:00,1.05316
2017-01-06 22:00:00,1.05323
2017-01-08 22:20:00,1.05295
2017-01-08 22:40:00,1.05346
2017-01-08 23:00:00,1.05326
2017-01-08 23:20:00,1.05328
2017-01-08 23:40:00,1.05287
2017-01-09 00:00:00,1.05298
2017-01-09 00:20:00,1.05292
2017-01-09 00:40:00,1.05227
2017-01-09 01:00:00,1.05352
2017-01-09 01:20:00,1.05374
2017-01-09 01:40:00,1.0539
2017-01-09 02:00:00,1.0542
2017-01-09 02:20:00,1.05372
2017-01-09 02:40:00,1.05356
2017-01-09 03:00:00,1.0532700000000002
2017-01-09 03:20:00,1.05336
2017-01-09 03:40:00,1.05271
2017-01-09 04:00:00,1.05298
2017-01-09 04:20:00,1.05241
2017-01-09 04:40:00,1.05272
2017-01-09 05:00:00,1.05266
2017-01-09 05:20:00,1.05298
2017-01-09 05:40:00,1.05252
2017-01-09 06:00:00,1.0524
2017-01-09 06:20:00,1.05236
2017-01-09 06:40:00,1.05234
2017-01-09 07:00:00,1.0532700000000002
2017-01-09 07:20:00,1.05358
2017-01-09 07:40:00,1.05362
2017-01-09 08:00:00,1.05375
2017-01-09 08:20:00,1.05427
2017-01-09 08:40:00,1.05482
2017-01-09 09:00:00,1.05482
2017-01-09 09:20:00,1.0542200000000002
2017-01-09 09:40:00,1.0539
2017-01-09 10:00:00,1.05242
2017-01-09 10:20:00,1.05166
2017-01-09 10:40:00,1.05144
2017-01-09 11:00:00,1.05184
2017-01-09 11:20:00,1.05196
2017-01-09 11:40:00,1.05256
2017-01-09 12:00:00,1.05246
2017-01-09 12:20:00,1.0526799999999998
2017-01-09 12:40:00,1.05271
2017-01-09 13:00:00,1.05218
2017-01-09 13:20:00,1.05132
2017-01-09 13:40:00,1.0535
2017-01-09 14:00:00,1.05348
2017-01-09 14:20:00,1.05448
2017-01-09 14:40:00,1.05338
2017-01-09 15:00:00,1.05306
2017-01-09 15:20:00,1.05484
2017-01-09 15:40:00,1.05584
2017-01-09 16:00:00,1.0555
2017-01-09 16:20:00,1.05652
2017-01-09 16:40:00,1.05748
2017-01-09 17:00:00,1.05754
2017-01-09 17:20:00,1.0575
2017-01-09 17:40:00,1.0567799999999998
2017-01-09 18:00:00,1.0571
2017-01-09 18:20:00,1.05723
2017-01-09 18:40:00,1.05685
2017-01-09 19:00:00,1.05642
2017-01-09 19:20:00,1.057
2017-01-09 19:40:00,1.0569
2017-01-09 20:00:00,1.0578
2017-01-09 20:20:00,1.05588
2017-01-09 20:40:00,1.05664
2017-01-09 21:00:00,1.0568799999999998
2017-01-09 21:20:00,1.05692
2017-01-09 21:40:00,1.05734
2017-01-09 22:00:00,1.05713
2017-01-09 22:20:00,1.05815
2017-01-09 22:40:00,1.05835
2017-01-09 23:00:00,1.05843
2017-01-09 23:20:00,1.0586
2017-01-09 23:40:00,1.05837
2017-01-10 00:00:00,1.0586
2017-01-10 00:20:00,1.0588799999999998
2017-01-10 00:40:00,1.05969
2017-01-10 01:00:00,1.0590000000000002
2017-01-10 01:20:00,1.05906
2017-01-10 01:40:00,1.05858
2017-01-10 02:00:00,1.05788
2017-01-10 02:20:00,1.05826
2017-01-10 02:40:00,1.0604
2017-01-10 03:00:00,1.0606799999999998
2017-01-10 03:20:00,1.06083
2017-01-10 03:40:00,1.06169
2017-01-10 04:00:00,1.06158
2017-01-10 04:20:00,1.06134
2017-01-10 04:40:00,1.06133
2017-01-10 05:00:00,1.06084
2017-01-10 05:20:00,1.0606799999999998
2017-01-10 05:40:00,1.0603200000000002
2017-01-10 06:00:00,1.06098
2017-01-10 06:20:00,1.0611
2017-01-10 06:40:00,1.0606799999999998
2017-01-10 07:00:00,1.05952
2017-01-10 07:20:00,1.05922
2017-01-10 07:40:00,1.05987
2017-01-10 08:00:00,1.05982
2017-01-10 08:20:00,1.06168
2017-01-10 08:40:00,1.06067
2017-01-10 09:00:00,1.06037
2017-01-10 09:20:00,1.05922
2017-01-10 09:40:00,1.05984
2017-01-10 10:00:00,1.05964
2017-01-10 10:20:00,1.05884
2017-01-10 10:40:00,1.05854
2017-01-10 11:00:00,1.05913
2017-01-10 11:20:00,1.05874
2017-01-10 11:40:00,1.058
2017-01-10 12:00:00,1.05785
2017-01-10 12:20:00,1.0582
2017-01-10 12:40:00,1.05724
2017-01-10 13:00:00,1.0569
2017-01-10 13:20:00,1.05655
2017-01-10 13:40:00,1.05691
2017-01-10 14:00:00,1.05748
2017-01-10 14:20:00,1.05719
2017-01-10 14:40:00,1.05874
2017-01-10 15:00:00,1.05956
2017-01-10 15:20:00,1.05867
2017-01-10 15:40:00,1.05765
2017-01-10 16:00:00,1.05936
2017-01-10 16:20:00,1.05916
2017-01-10 16:40:00,1.0579
2017-01-10 17:00:00,1.05718
2017-01-10 17:20:00,1.05596
2017-01-10 17:40:00,1.05549
2017-01-10 18:00:00,1.05613
2017-01-10 18:20:00,1.05588
2017-01-10 18:40:00,1.0562200000000002
2017-01-10 19:00:00,1.05588
2017-01-10 19:20:00,1.05596
2017-01-10 19:40:00,1.0559
2017-01-10 20:00:00,1.05582
2017-01-10 20:20:00,1.05566
2017-01-10 20:40:00,1.05588
2017-01-10 21:00:00,1.05618
2017-01-10 21:20:00,1.05598
2017-01-10 21:40:00,1.05588
2017-01-10 22:00:00,1.05543
2017-01-10 22:20:00,1.05568
2017-01-10 22:40:00,1.05568
2017-01-10 23:00:00,1.05564
2017-01-10 23:20:00,1.05526
2017-01-10 23:40:00,1.05526
2017-01-11 00:00:00,1.05523
2017-01-11 00:20:00,1.05584
2017-01-11 00:40:00,1.05587
2017-01-11 01:00:00,1.05578
2017-01-11 01:20:00,1.05564
2017-01-11 01:40:00,1.05614
2017-01-11 02:00:00,1.0558
2017-01-11 02:20:00,1.05534
2017-01-11 02:40:00,1.05439
2017-01-11 03:00:00,1.05464
2017-01-11 03:20:00,1.05417
2017-01-11 03:40:00,1.05437
2017-01-11 04:00:00,1.05454
2017-01-11 04:20:00,1.05474
2017-01-11 04:40:00,1.05464
2017-01-11 05:00:00,1.05506
2017-01-11 05:20:00,1.05474
2017-01-11 05:40:00,1.05495
2017-01-11 06:00:00,1.05499
2017-01-11 06:20:00,1.05545
2017-01-11 06:40:00,1.05544
2017-01-11 07:00:00,1.05625
2017-01-11 07:20:00,1.05586
2017-01-11 07:40:00,1.056
2017-01-11 08:00:00,1.0558299999999998
2017-01-11 08:20:00,1.05481
2017-01-11 08:40:00,1.05574
2017-01-11 09:00:00,1.0558
2017-01-11 09:20:00,1.05434
2017-01-11 09:40:00,1.05356
2017-01-11 10:00:00,1.05354
2017-01-11 10:20:00,1.05291
2017-01-11 10:40:00,1.05224
2017-01-11 11:00:00,1.0522200000000002
2017-01-11 11:20:00,1.0517299999999998
2017-01-11 11:40:00,1.05152
2017-01-11 12:00:00,1.05192
2017-01-11 12:20:00,1.0507799999999998
2017-01-11 12:40:00,1.05135
2017-01-11 13:00:00,1.05017
2017-01-11 13:20:00,1.05102
2017-01-11 13:40:00,1.0506
2017-01-11 14:00:00,1.05132
2017-01-11 14:20:00,1.05079
2017-01-11 14:40:00,1.0492
2017-01-11 15:00:00,1.04808
2017-01-11 15:20:00,1.04648
2017-01-11 15:40:00,1.04638
2017-01-11 16:00:00,1.04742
2017-01-11 16:20:00,1.04644
2017-01-11 16:40:00,1.0508
2017-01-11 17:00:00,1.04994
2017-01-11 17:20:00,1.05235
2017-01-11 17:40:00,1.0533
2017-01-11 18:00:00,1.05586
2017-01-11 18:20:00,1.06072
2017-01-11 18:40:00,1.06024
2017-01-11 19:00:00,1.06038
2017-01-11 19:20:00,1.05935
2017-01-11 19:40:00,1.05772
2017-01-11 20:00:00,1.05766
2017-01-11 20:20:00,1.05657
2017-01-11 20:40:00,1.0568799999999998
2017-01-11 21:00:00,1.05731
2017-01-11 21:20:00,1.0582
2017-01-11 21:40:00,1.05834
2017-01-11 22:00:00,1.05824
2017-01-11 22:20:00,1.05838
2017-01-11 22:40:00,1.0583
2017-01-11 23:00:00,1.05836
2017-01-11 23:20:00,1.0579
2017-01-11 23:40:00,1.05898
2017-01-12 00:00:00,1.05943
2017-01-12 00:20:00,1.0590700000000002
2017-01-12 00:40:00,1.05806
2017-01-12 01:00:00,1.05821
2017-01-12 01:20:00,1.05777
2017-01-12 01:40:00,1.05928
2017-01-12 02:00:00,1.0584
2017-01-12 02:20:00,1.06019
2017-01-12 02:40:00,1.06028
2017-01-12 03:00:00,1.05987
2017-01-12 03:20:00,1.05962
2017-01-12 03:40:00,1.06033
2017-01-12 04:00:00,1.06113
2017-01-12 04:20:00,1.06064
2017-01-12 04:40:00,1.06013
2017-01-12 05:00:00,1.06
2017-01-12 05:20:00,1.05966
2017-01-12 05:40:00,1.06038
2017-01-12 06:00:00,1.06113
2017-01-12 06:20:00,1.0614
2017-01-12 06:40:00,1.0623
2017-01-12 07:00:00,1.06378
2017-01-12 07:20:00,1.063
2017-01-12 07:40:00,1.0635
2017-01-12 08:00:00,1.06295
2017-01-12 08:20:00,1.0642200000000002
2017-01-12 08:40:00,1.06458
2017-01-12 09:00:00,1.06434
2017-01-12 09:20:00,1.06323
2017-01-12 09:40:00,1.06407
2017-01-12 10:00:00,1.0641200000000002
2017-01-12 10:20:00,1.06251
2017-01-12 10:40:00,1.06248
2017-01-12 11:00:00,1.06381
2017-01-12 11:20:00,1.0645
2017-01-12 11:40:00,1.0642
2017-01-12 12:00:00,1.06524
2017-01-12 12:20:00,1.06702
2017-01-12 12:40:00,1.06694
2017-01-12 13:00:00,1.06744
2017-01-12 13:20:00,1.06715
2017-01-12 13:40:00,1.0657
2017-01-12 14:00:00,1.06526
2017-01-12 14:20:00,1.06376
2017-01-12 14:40:00,1.06438
2017-01-12 15:00:00,1.06586
2017-01-12 15:20:00,1.06721
2017-01-12 15:40:00,1.06482
2017-01-12 16:00:00,1.06526
2017-01-12 16:20:00,1.06626
2017-01-12 16:40:00,1.0659999999999998
2017-01-12 17:00:00,1.06658
2017-01-12 17:20:00,1.06542
2017-01-12 17:40:00,1.0658
2017-01-12 18:00:00,1.06485
2017-01-12 18:20:00,1.06374
2017-01-12 18:40:00,1.06418
2017-01-12 19:00:00,1.06418
2017-01-12 19:20:00,1.0641
2017-01-12 19:40:00,1.06292
2017-01-12 20:00:00,1.06266
2017-01-12 20:20:00,1.06178
2017-01-12 20:40:00,1.0622
2017-01-12 21:00:00,1.0623200000000002
2017-01-12 21:20:00,1.06245
2017-01-12 21:40:00,1.06168
2017-01-12 22:00:00,1.06126
2017-01-12 22:20:00,1.06152
2017-01-12 22:40:00,1.06124
2017-01-12 23:00:00,1.06124
2017-01-12 23:20:00,1.06132
2017-01-12 23:40:00,1.06122
2017-01-13 00:00:00,1.0616
2017-01-13 00:20:00,1.06099
2017-01-13 00:40:00,1.0607
2017-01-13 01:00:00,1.06095
2017-01-13 01:20:00,1.06152
2017-01-13 01:40:00,1.06152
2017-01-13 02:00:00,1.06164
2017-01-13 02:20:00,1.06146
2017-01-13 02:40:00,1.06108
2017-01-13 03:00:00,1.06054
2017-01-13 03:20:00,1.06108
2017-01-13 03:40:00,1.06082
2017-01-13 04:00:00,1.0608
2017-01-13 04:20:00,1.06104
2017-01-13 04:40:00,1.06119
2017-01-13 05:00:00,1.06175
2017-01-13 05:20:00,1.0616
2017-01-13 05:40:00,1.06146
2017-01-13 06:00:00,1.0617
2017-01-13 06:20:00,1.06226
2017-01-13 06:40:00,1.06214
2017-01-13 07:00:00,1.06296
2017-01-13 07:20:00,1.06302
2017-01-13 07:40:00,1.06381
2017-01-13 08:00:00,1.06312
2017-01-13 08:20:00,1.06326
2017-01-13 08:40:00,1.06372
2017-01-13 09:00:00,1.06342
2017-01-13 09:20:00,1.06418
2017-01-13 09:40:00,1.06437
2017-01-13 10:00:00,1.06442
2017-01-13 10:20:00,1.06532
2017-01-13 10:40:00,1.06492
2017-01-13 11:00:00,1.06442
2017-01-13 11:20:00,1.06516
2017-01-13 11:40:00,1.06519
2017-01-13 12:00:00,1.06458
2017-01-13 12:20:00,1.06476
2017-01-13 12:40:00,1.06464
2017-01-13 13:00:00,1.06451
2017-01-13 13:20:00,1.0662200000000002
2017-01-13 13:40:00,1.06414
2017-01-13 14:00:00,1.06454
2017-01-13 14:20:00,1.0628799999999998
2017-01-13 14:40:00,1.06252
2017-01-13 15:00:00,1.0605
2017-01-13 15:20:00,1.06058
2017-01-13 15:40:00,1.06257
2017-01-13 16:00:00,1.06229
2017-01-13 16:20:00,1.06216
2017-01-13 16:40:00,1.06226
2017-01-13 17:00:00,1.06243
2017-01-13 17:20:00,1.06306
2017-01-13 17:40:00,1.06345
2017-01-13 18:00:00,1.06374
2017-01-13 18:20:00,1.06344
2017-01-13 18:40:00,1.0631700000000002
2017-01-13 19:00:00,1.06322
2017-01-13 19:20:00,1.0639
2017-01-13 19:40:00,1.06496
2017-01-13 20:00:00,1.06438
2017-01-13 20:20:00,1.0643
2017-01-13 20:40:00,1.06411
2017-01-13 21:00:00,1.0637
2017-01-13 21:20:00,1.06402
2017-01-13 21:40:00,1.06424
2017-01-13 22:00:00,1.06434
2017-01-15 22:20:00,1.06252
2017-01-15 22:40:00,1.06155
2017-01-15 23:00:00,1.0623
2017-01-15 23:20:00,1.06326
2017-01-15 23:40:00,1.06285
2017-01-16 00:00:00,1.06276
2017-01-16 00:20:00,1.06297
2017-01-16 00:40:00,1.063
2017-01-16 01:00:00,1.0629
2017-01-16 01:20:00,1.06276
2017-01-16 01:40:00,1.06217
2017-01-16 02:00:00,1.06208
2017-01-16 02:20:00,1.06166
2017-01-16 02:40:00,1.06217
2017-01-16 03:00:00,1.06216
2017-01-16 03:20:00,1.06168
2017-01-16 03:40:00,1.06071
2017-01-16 04:00:00,1.06108
2017-01-16 04:20:00,1.0609
2017-01-16 04:40:00,1.06094
2017-01-16 05:00:00,1.06151
2017-01-16 05:20:00,1.06188
2017-01-16 05:40:00,1.06177
2017-01-16 06:00:00,1.06208
2017-01-16 06:20:00,1.06252
2017-01-16 06:40:00,1.06276
2017-01-16 07:00:00,1.06182
2017-01-16 07:20:00,1.06083
2017-01-16 07:40:00,1.06079
2017-01-16 08:00:00,1.06137
2017-01-16 08:20:00,1.05923
2017-01-16 08:40:00,1.0601200000000002
2017-01-16 09:00:00,1.05831
2017-01-16 09:20:00,1.05808
2017-01-16 09:40:00,1.05934
2017-01-16 10:00:00,1.0590000000000002
2017-01-16 10:20:00,1.05936
2017-01-16 10:40:00,1.05886
2017-01-16 11:00:00,1.05862
2017-01-16 11:20:00,1.05935
2017-01-16 11:40:00,1.05908
2017-01-16 12:00:00,1.0594
2017-01-16 12:20:00,1.05924
2017-01-16 12:40:00,1.05886
2017-01-16 13:00:00,1.05909
2017-01-16 13:20:00,1.0598299999999998
2017-01-16 13:40:00,1.05985
2017-01-16 14:00:00,1.05928
2017-01-16 14:20:00,1.05979
2017-01-16 14:40:00,1.06045
2017-01-16 15:00:00,1.06065
2017-01-16 15:20:00,1.06028
2017-01-16 15:40:00,1.06046
2017-01-16 16:00:00,1.0606
2017-01-16 16:20:00,1.05924
2017-01-16 16:40:00,1.05976
2017-01-16 17:00:00,1.06003
2017-01-16 17:20:00,1.0605
2017-01-16 17:40:00,1.06044
2017-01-16 18:00:00,1.06043
2017-01-16 18:20:00,1.06033
2017-01-16 18:40:00,1.06014
2017-01-16 19:00:00,1.05995
2017-01-16 19:20:00,1.06026
2017-01-16 19:40:00,1.06048
2017-01-16 20:00:00,1.06026
2017-01-16 20:20:00,1.06028
2017-01-16 20:40:00,1.06008
2017-01-16 21:00:00,1.05991
2017-01-16 21:20:00,1.06014
2017-01-16 21:40:00,1.06018
2017-01-16 22:00:00,1.06006
2017-01-16 22:20:00,1.06024
2017-01-16 22:40:00,1.06
2017-01-16 23:00:00,1.05988
2017-01-16 23:20:00,1.06023
2017-01-16 23:40:00,1.06003
2017-01-17 00:00:00,1.06026
2017-01-17 00:20:00,1.06081
2017-01-17 00:40:00,1.06116
2017-01-17 01:00:00,1.06062
2017-01-17 01:20:00,1.061
2017-01-17 01:40:00,1.06016
2017-01-17 02:00:00,1.06028
2017-01-17 02:20:00,1.06052
2017-01-17 02:40:00,1.06146
2017-01-17 03:00:00,1.06204
2017-01-17 03:20:00,1.0619
2017-01-17 03:40:00,1.06284
2017-01-17 04:00:00,1.06246
2017-01-17 04:20:00,1.06394
2017-01-17 04:40:00,1.06424
2017-01-17 05:00:00,1.06402
2017-01-17 05:20:00,1.06466
2017-01-17 05:40:00,1.06477
2017-01-17 06:00:00,1.06574
2017-01-17 06:20:00,1.0654
2017-01-17 06:40:00,1.06542
2017-01-17 07:00:00,1.0655
2017-01-17 07:20:00,1.06447
2017-01-17 07:40:00,1.06466
2017-01-17 08:00:00,1.06546
2017-01-17 08:20:00,1.0663200000000002
2017-01-17 08:40:00,1.0659299999999998
2017-01-17 09:00:00,1.0663
2017-01-17 09:20:00,1.06693
2017-01-17 09:40:00,1.0677
2017-01-17 10:00:00,1.06786
2017-01-17 10:20:00,1.06596
2017-01-17 10:40:00,1.0661200000000002
2017-01-17 11:00:00,1.06798
2017-01-17 11:20:00,1.06986
2017-01-17 11:40:00,1.07158
2017-01-17 12:00:00,1.07096
2017-01-17 12:20:00,1.0698299999999998
2017-01-17 12:40:00,1.07045
2017-01-17 13:00:00,1.06836
2017-01-17 13:20:00,1.06885
2017-01-17 13:40:00,1.06716
2017-01-17 14:00:00,1.06918
