,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume
2010-02-04,38.029999,,19.57,65.190002,62.200001,53.880001,38.580002,,19.58,65.269997,62.34,54.299999,37.470001,,18.950001,64.019997,61.310001,52.959998999999996,37.529999,,19.02,64.059998,61.400002,52.970001,32.810840999999996,,14.33448,48.275978,46.047699,42.166565000000006,12948000,,90931100,10868400,14306600,21029900
2010-02-05,37.66,,19.1,64.07,61.09,52.77,37.970001,,19.58,64.339996,61.439999,53.529999,36.599998,,19.0,62.630001,60.43,52.759997999999996,37.849998,,19.469998999999998,63.369999,61.299999,53.450001,33.090607,,14.673623000000001,47.755989,45.972698,42.548668,13024000,,88711700,14007600,14844400,15545800
2010-02-08,37.759997999999996,,19.48,63.48,61.060001,53.380001,37.869999,,19.790001,63.799999,61.509997999999996,53.540001000000004,36.779999,,19.299999,62.919998,60.810001,52.919998,36.790001000000004,,19.35,62.919998,61.009997999999996,52.93,32.163902,,14.583188,47.41687,45.755210999999996,42.13472,9370300,,62563200,6975100,11431800,10505900
2010-02-09,37.27,,19.639999,63.150002,61.380001,53.209998999999996,37.84,,19.889999,63.849998,62.0,53.619999,37.02,,19.440001000000002,62.77,61.009997999999996,52.82,37.540001000000004,,19.65,63.57,61.759997999999996,53.25,32.819599,,14.809285000000001,47.906712,46.317684,42.389454,10677400,,69454100,10131500,11427100,10825000
2010-02-10,37.580002,,19.59,63.540001000000004,61.740002000000004,53.27,38.040001000000004,,19.870001000000002,63.830002,61.849998,53.5,37.0,,19.450001,62.970001,61.220001,52.959998999999996,37.75,,19.690001000000002,63.25,61.669998,53.240002000000004,33.003184999999995,,14.839429,47.665565,46.250187,42.3815,8880300,,56250600,6161300,9854600,9408400
2010-02-11,37.810001,,19.629998999999998,63.25,61.419998,53.130001,38.48,,20.200001,63.84,62.16,53.450001,37.48,,19.549999,62.540001000000004,61.27,52.91,38.290001000000004,,20.059998999999998,63.790001000000004,61.959998999999996,53.080002,33.475281,,15.118278,48.07251,46.467682,42.254128,9907800,,58837300,7478900,10383400,11579600
2010-02-12,37.790001000000004,,19.959999,63.209998999999996,61.759997999999996,53.110001000000004,38.540001000000004,,20.68,63.889998999999996,62.130001,53.110001000000004,37.470001,,19.790001,63.189999,61.290001000000004,52.66,38.419998,,20.43,63.59,61.759997999999996,52.900002,33.588932,,15.397135,47.921799,46.317684,42.110847,10692600,,91108900,6749800,16188300,17038400
2010-02-16,38.810001,,20.620001000000002,63.5,62.599998,53.240002000000004,39.630001,,20.85,64.18,62.869999,53.720001,38.650002,,20.549999,63.279999,62.349998,52.900002,39.619999,,20.719998999999998,64.010002,62.830002,53.560001,34.638058,,15.615692000000001,48.238304,47.12014,42.636238,10961400,,69083400,7090200,13273100,15771200
2010-02-17,39.529999,,20.860001,64.209999,62.799999,53.689999,39.580002,,20.860001,64.349998,62.970001,54.25,38.82,,20.530001000000002,63.77,62.509997999999996,53.650002,39.049999,,20.66,64.260002,62.849998,54.060001,34.139725,,15.570475,48.426685,47.135139,43.034275,9850000,,47296700,5424600,14384400,15534200
2010-02-18,39.07,,20.639999,64.110001,62.73,53.200001,39.27,,20.85,64.620003,63.5,53.5,38.740002000000004,,20.549999,64.0,62.349998,52.91,39.150002,,20.84,64.480003,63.389998999999996,53.470001,34.227142,,15.706131,48.592490999999995,47.540119,42.564587,6853400,,42613600,4975800,17709000,29457500
2010-02-19,38.889998999999996,,20.719998999999998,64.459999,63.27,53.189999,39.18,,20.969998999999998,64.889999,63.740002000000004,53.580002,38.59,,20.58,64.300003,63.02,53.07,39.060001,,20.82,64.739998,63.450001,53.490002000000004,34.148464000000004,,15.691054999999999,48.788425,47.585125,42.580509,9412300,,40760000,5622600,10897800,15090400
2010-02-22,39.099998,,20.950001,64.93,63.689999,53.52,39.240002000000004,,20.959999,64.93,63.880001,53.919998,38.779999,,20.65,64.629997,63.299999,53.34,38.93,,20.870001000000002,64.769997,63.419998,53.830002,34.034817,,15.728738,48.811031,47.56263,42.85117,7413000,,38730600,4274900,9675300,12097200
2010-02-23,38.740002000000004,,20.84,64.779999,63.23,53.75,38.740002000000004,,20.950001,65.050003,63.82,54.080002,37.82,,20.290001,64.699997,62.919998,53.450001,37.93,,20.389999,64.870003,63.209998999999996,53.619999,33.160548999999996,,15.366987,48.886402000000004,47.405128000000005,42.683997999999995,9693800,,62245300,7485700,11948500,14138000
2010-02-24,38.099998,,20.52,64.959999,63.220001,53.740002000000004,38.700001,,20.809998999999998,65.550003,63.959998999999996,53.950001,38.02,,20.5,64.769997,63.130001,53.48,38.41,,20.700001,65.260002,63.889998999999996,53.919998,33.580203999999995,,15.600616,49.180302000000005,47.915108000000004,42.922813,6412300,,51070100,7579700,12808800,10624200
2010-02-25,37.669998,,20.370001000000002,64.290001,63.23,53.459998999999996,38.130001,,20.66,64.639999,63.860001000000004,54.279999,37.049999,,20.219998999999998,63.759997999999996,63.009997999999996,53.25,38.040001000000004,,20.629998999999998,64.379997,63.700001,54.150002,33.256725,,15.547862,48.929501,47.77261,43.105903999999995,8456500,,48789400,8500000,10085600,13510100
2010-02-26,38.150002,,20.6,64.459999,63.75,54.220001,38.32,,20.68,64.730003,63.880001,54.240002000000004,37.759997999999996,,20.43,63.849998,63.139998999999996,53.5,38.189999,,20.530001000000002,63.849998,63.279999,54.07,33.387856,,15.472499,48.526691,47.45763,43.042217,6475500,,47795300,8288400,10640900,15952900
2010-03-01,38.200001,,20.68,63.98,63.459998999999996,54.040001000000004,38.279999,,20.940001000000002,64.139999,63.799999,54.130001,37.860001000000004,,20.620001000000002,63.669998,63.150002,53.540001000000004,38.130001,,20.870001000000002,63.98,63.509997999999996,53.900002,33.335396,,15.728738,48.625504,47.630112,42.906895,9137700,,51203300,6320300,7748600,12128700
2010-03-02,38.119999,,20.99,64.41999799999999,63.720001,53.830002,38.939999,,21.09,64.41999799999999,63.869999,53.889998999999996,38.099998,,20.58,63.91,63.34,53.470001,38.389998999999996,,20.700001,64.07,63.709998999999996,53.59,33.562714,,15.600616,48.693893,47.780109,42.660109999999996,9938400,,59399000,6271700,8004000,14081700
2010-03-03,38.459998999999996,,20.76,64.25,63.66,53.349998,38.950001,,20.82,64.339996,63.900002,53.75,38.18,,20.440001000000002,63.450001,63.43,53.150002,38.279999,,20.52,63.630001,63.549999,53.66,33.466545,,15.464957,48.359482,47.660118,42.715847,8222000,,49909900,6396100,8608300,11631200
2010-03-04,38.25,,20.6,63.790001000000004,63.650002,54.02,39.0,,20.610001,63.790001000000004,64.150002,54.09,38.200001,,20.26,63.299999,63.41,53.75,38.889998999999996,,20.530001000000002,63.43,63.669998,53.959998999999996,33.99984,,15.472499,48.207489,47.750114,42.954654999999995,8899100,,62750100,5958200,8600300,11211800
2010-03-05,39.099998,,20.66,63.720001,63.689999,53.970001,40.25,,20.84,63.759997999999996,63.779999,54.169998,39.099998,,20.450001,63.25,63.049999,53.5,40.200001,,20.790001,63.669998,63.689999,54.139998999999996,35.145115000000004,,15.668451000000001,48.389881,47.765114000000004,43.097939000000004,10137000,,45879700,8154600,10101100,11375100
2010-03-08,40.220001,,20.809998999999998,64.410004,63.549999,54.009997999999996,40.34,,20.879998999999998,65.540001,63.669998,54.279999,39.610001000000004,,20.700001,64.230003,63.029999,53.93,39.709998999999996,,20.77,65.120003,63.189999,54.150002,34.716721,,15.653376000000002,49.491904999999996,47.390137,43.105903999999995,7811600,,35742100,11825600,11293300,7556700
2010-03-09,39.540001000000004,,20.68,64.989998,63.080002,54.119999,39.939999,,21.200001,65.5,63.5,54.5,39.349998,,20.66,64.839996,63.049999,53.919998,39.700001,,20.940001000000002,65.099998,63.299999,54.060001,34.707981,,15.781498999999998,49.476711,47.472626,43.034275,6764600,,83168700,7126900,7100900,12584600
2010-03-10,39.939999,,20.950001,65.019997,63.23,53.669998,39.939999,,21.290001,65.239998,63.290001000000004,54.02,39.32,,20.91,64.730003,62.860001000000004,53.529999,39.720001,,21.190001000000002,64.940002,63.009997999999996,53.630001,34.725475,,15.969907000000001,49.355106,47.25515,42.932186,7749400,,58435600,6900200,9813200,12697000
2010-03-11,39.57,,21.139999,64.800003,62.759997999999996,53.639998999999996,40.150002,,21.27,65.209999,63.18,53.990002000000004,39.43,,20.99,64.66999799999999,62.509997999999996,53.529999,40.110001000000004,,21.25,65.209999,63.169998,53.970001,35.066425,,16.015123000000003,49.560307,47.375137,43.204369,7634600,,53778700,4350400,10047900,10673900
2010-03-12,40.48,,21.309998999999998,65.459999,63.330002,54.16,41.0,,21.370001000000002,65.980003,63.549999,54.240002000000004,40.43,,21.18,65.360001,63.060001,53.790001000000004,40.759997999999996,,21.27,65.529999,63.32,53.900002,35.634689,,16.030201,49.803513,47.487621000000004,43.148334999999996,9464400,,39584500,6601700,8099000,10477900
2010-03-15,40.619999,,21.16,65.699997,63.189999,54.389998999999996,40.970001,,21.32,66.190002,63.700001,55.540001000000004,40.07,,21.049999,65.690002,63.189999,54.349998,40.700001,,21.17,65.93,63.700001,55.419998,35.582240999999996,,15.954832999999999,50.107513,47.77261,44.365124,7125300,,34378000,5715100,7674900,24373900
2010-03-16,40.869999,,21.23,66.220001,63.720001,55.880001,41.029999,,22.040001,66.239998,63.900002,56.27,40.450001,,21.200001,65.800003,63.419998,55.599998,40.919998,,22.01,66.07,63.529999,55.990002000000004,35.774574,,16.587902,50.213921,47.645126,44.821434,5796900,,123060900,5705600,8939300,18453000
2010-03-17,41.18,,22.059998999999998,66.230003,63.779999,56.049999,41.310001,,22.35,66.440002,64.029999,56.130001,40.700001,,21.91,65.870003,63.369999,55.66,41.009997999999996,,22.24,66.379997,64.010002,55.919998,35.853256,,16.761244,50.44952,48.005103999999996,44.7654,8941900,,77805900,4818800,10135400,12495200
2010-03-18,40.900002,,22.190001000000002,66.470001,63.900002,55.889998999999996,41.060001,,22.35,66.739998,64.129997,55.950001,40.48,,22.01,66.360001,63.650002,55.540001000000004,41.0,,22.200001,66.68,63.73,55.939999,35.844521,,16.731098,50.677528,47.795124,44.781406,5519500,,54458500,6206700,8867400,9472200
2010-03-19,40.330002,,22.25,66.529999,63.84,55.34,41.279999,,22.389999,66.910004,64.0,56.27,40.279999,,21.809998999999998,66.0,63.52,55.150002,40.330002,,21.99,66.529999,63.84,55.34,35.258774,,16.572834,50.563519,47.877604999999996,44.30109,10729300,,77998500,10230100,17458100,17184100
2010-03-22,39.900002,,21.870001000000002,66.07,63.52,55.310001,41.240002000000004,,22.299999,67.25,64.099998,55.939999,39.830002,,21.84,65.900002,63.52,55.130001,41.080002,,22.24,67.010002,63.880001,55.619999,35.914463,,16.761244,50.928337,47.907616,44.52523,9194400,,47405700,7386400,9648000,9874100
2010-03-23,41.099998,,22.389999,67.139999,63.93,55.630001,41.369999,,22.75,67.349998,64.58000200000001,56.0,40.82,,22.360001,66.83000200000001,63.66,55.610001000000004,41.240002000000004,,22.67,67.349998,64.529999,55.889998999999996,36.054333,,17.085318,51.186733000000004,48.395096,44.741367,8592000,,64740900,8057700,11807900,9369300
2010-03-24,41.040001000000004,,22.530001000000002,66.989998,64.33000200000001,55.73,41.459998999999996,,22.67,67.190002,64.400002,56.0,40.849998,,22.32,66.58000200000001,63.48,55.43,41.009997999999996,,22.43,66.800003,63.610001000000004,55.580002,35.853256,,16.90444,50.76873,47.705116,44.493214,7499900,,54729000,6363700,11732100,8698900
2010-03-25,41.369999,,22.690001000000002,67.129997,63.939999,55.630001,42.279999,,22.73,67.440002,64.120003,55.990002000000004,41.200001,,22.309998999999998,66.839996,63.580002,55.599998,41.419998,,22.35,66.900002,63.619999,55.610001000000004,36.211704,,16.844147,50.844727,47.71262,44.517239000000004,8716200,,52428700,5705600,8203200,9793100
2010-03-26,41.57,,22.43,67.089996,63.68,55.610001000000004,41.77,,22.59,67.449997,63.93,55.959998999999996,40.91,,22.07,66.93,63.400002,55.470001,41.119999,,22.24,67.260002,63.689999,55.509997999999996,35.949428999999995,,16.761244,51.118332,47.765114000000004,44.437183000000005,6821600,,45700500,5984100,10630300,9947300
2010-03-29,41.27,,22.42,67.459999,63.73,55.5,41.68,,22.49,67.480003,64.040001,55.75,41.0,,22.26,66.589996,63.59,55.43,41.48,,22.33,67.07,63.73,55.740002000000004,36.264164,,16.829073,50.973923,47.795124,44.621296,5865400,,34467900,6522600,8176700,9776500
2010-03-30,41.310001,,22.4,67.110001,63.73,55.779999,41.490002000000004,,22.540001,67.489998,63.970001,56.049999,41.07,,22.18,66.91999799999999,63.509997999999996,55.66,41.290001000000004,,22.34,67.239998,63.66,55.91,36.255394,,16.836607,51.103123,47.742619,44.757389,5561300,,37886300,5093500,6113600,6941300
2010-03-31,41.009997999999996,,22.32,67.150002,63.529999,55.810001,41.599998,,22.5,67.389999,63.669998,55.900002,40.830002,,22.200001,66.629997,63.18,55.5,41.259997999999996,,22.290001,66.720001,63.27,55.599998,36.229034000000006,,16.798927,50.707928,47.45013,44.50922,6882700,,45983800,5765600,8193800,9966900
2010-04-01,41.68,,22.4,67.059998,63.470001,55.75,41.900002,,22.639999,67.709999,63.700001,55.849998,41.360001000000004,,22.200001,67.059998,63.200001,55.169998,41.700001,,22.389999,67.58000200000001,63.360001000000004,55.490002000000004,36.615398,,16.87429,51.361526,47.517632,44.421172999999996,6016300,,45491000,5474200,10554900,11788100
2010-04-05,41.830002,,22.48,67.760002,63.389998999999996,55.700001,42.68,,22.65,68.199997,63.889998999999996,55.73,41.740002000000004,,22.34,67.760002,63.299999,55.220001,42.669998,,22.59,68.029999,63.759997999999996,55.490002000000004,37.467117,,17.025028,51.703548,47.817608,44.421172999999996,7857100,,34942900,4875200,8579800,10748800
2010-04-06,42.389998999999996,,22.43,67.769997,63.580002,55.439999,43.139998999999996,,22.48,67.959999,63.59,55.630001,42.299999,,22.26,67.650002,63.009997999999996,55.290001000000004,43.119999,,22.4,67.809998,63.110001000000004,55.529999,37.862246999999996,,16.881828,51.536358,47.330128,44.45319,7816500,,47056500,3318300,11052300,9567200
2010-04-07,42.880001,,22.43,67.800003,62.91,55.5,43.369999,,22.68,68.129997,63.0,55.900002,42.029999,,22.25,67.260002,62.209998999999996,55.139998999999996,42.369999,,22.450001,67.699997,62.5,55.279999,37.203686,,16.919512,51.452723999999996,46.872662,44.253067,9795100,,62539800,6623700,14043500,12935200
2010-04-08,42.220001,,22.379998999999998,67.900002,62.450001,55.290001000000004,43.84,,22.41,69.029999,62.849998,55.700001,42.060001,,22.16,67.870003,62.119999,55.16,43.689999,,22.309998999999998,68.760002,62.560001,55.380001,38.362755,,16.813995000000002,52.258354,46.91766,44.333107,10438100,,40824500,7141000,8458800,11139700
2010-04-09,43.689999,,22.4,68.660004,62.57,55.380001,44.09,,22.57,68.769997,63.0,55.380001,43.540001000000004,,22.360001,68.139999,62.509997999999996,54.630001,43.880001,,22.549999,68.68,62.73,55.07,38.529579,,16.994877,52.197544,47.045155,44.084969,6614200,,45528700,5622100,9146700,12535100
2010-04-12,44.009997999999996,,22.690001000000002,68.769997,62.450001,55.02,44.580002,,22.73,68.849998,62.98,55.099998,43.939999,,22.440001000000002,68.370003,62.41,54.580002,44.540001000000004,,22.540001,68.529999,62.700001,55.02,39.109103999999995,,16.987341,52.083553,47.022648,44.044922,7790800,,49353000,4025000,9164400,11954300
2010-04-13,44.389998999999996,,22.65,68.68,62.599998,54.91,45.060001,,22.82,69.050003,63.34,55.209998999999996,44.330002,,22.469998999999998,68.309998,62.580002,54.66,44.990002000000004,,22.77,68.91999799999999,63.0,54.720001,39.50423,,17.160677,52.379951,47.247639,43.804764,10940400,,122395600,5652600,11229400,12851100
2010-04-14,45.459998999999996,,23.57,69.18,62.919998,54.630001,46.630001,,23.690001000000002,69.529999,63.23,54.91,45.220001,,23.27,69.050003,62.709998999999996,54.34,46.459998999999996,,23.52,69.41999799999999,63.189999,54.639998999999996,40.794987,,17.725920000000002,52.759949,47.390137,43.740715,14091700,,159980600,6193000,7685600,14686900
2010-04-15,46.220001,,23.83,69.309998,63.029999,54.150002,46.68,,24.370001000000002,69.489998,63.139998999999996,54.360001000000004,46.02,,23.799999,68.970001,62.720001,53.919998,46.669998,,24.219998999999998,69.160004,63.0,54.130001,40.979378000000004,,18.253477,52.56234,47.247639,43.332451,9524200,,110819600,4767200,11314800,17659300
2010-04-16,46.490002000000004,,24.059998999999998,69.110001,62.799999,54.110001000000004,46.610001000000004,,24.16,69.279999,63.490002000000004,54.59,44.18,,23.77,68.33000200000001,62.630001,53.84,45.099998,,23.92,69.029999,62.849998,54.110001000000004,39.600821999999994,,18.027379999999997,52.463547,47.135139,43.316441,18333300,,102974900,7876100,12568700,19232000
2010-04-19,44.810001,,23.91,69.0,62.82,54.0,45.790001000000004,,24.040001,69.970001,63.25,54.48,44.630001,,23.540001,68.989998,62.700001,54.0,45.759997999999996,,24.0,69.91999799999999,63.220001,54.389998999999996,40.180344,,18.087675,53.139961,47.412636,43.5406,10527600,,71310800,7157900,9548900,11315600
2010-04-20,46.110001000000004,,24.200001,69.980003,63.470001,54.490002000000004,46.290001000000004,,24.25,70.589996,63.490002000000004,54.82,45.52,,23.9,69.949997,63.029999,54.380001,46.200001,,24.120001000000002,70.339996,63.189999,54.52,40.5667,,18.178112,53.459164,47.390137,43.644669,8074900,,65991400,7340300,11230400,9092300
2010-04-21,46.16,,24.1,70.620003,63.209998999999996,54.439999,46.380001,,24.129998999999998,71.190002,63.66,54.57,45.5,,23.540001,70.050003,63.119999,54.18,45.990002000000004,,23.799999,70.360001,63.630001,54.470001,40.382305,,17.936945,53.474373,47.720112,43.604633,7741700,,73899300,10738100,9858500,11499300
2010-04-22,45.66,,23.549999,70.25,63.509997999999996,54.369999,47.110001000000004,,24.059998999999998,71.470001,63.740002000000004,54.650002,45.18,,23.32,70.120003,63.23,54.150002,46.77,,23.99,71.029999,63.59,54.490002000000004,41.067188,,18.080139000000003,53.983574,47.690128,43.620644,12864900,,73666100,7139600,8372900,10921200
2010-04-23,47.919998,,23.950001,71.220001,63.48,54.470001,49.189999,,24.059998999999998,71.349998,63.639998999999996,54.610001000000004,47.66,,23.73,70.75,63.200001,53.919998,48.049999,,24.040001,71.150002,63.540001000000004,54.529999,42.19112,,18.117819,54.074783,47.652615000000004,43.652664,17470200,,56963700,5923700,8452600,16595800
2010-04-26,47.119999,,24.08,71.300003,63.450001,54.529999,47.970001,,24.129998999999998,71.41999799999999,64.0,54.700001,46.810001,,23.809998999999998,70.730003,63.400002,54.009997999999996,47.139998999999996,,23.82,71.019997,63.939999,54.040001000000004,41.392067,,17.952015,53.975967000000004,47.952602,43.260403000000004,11163600,,57727600,6035600,9262400,14751000
2010-04-27,46.709998999999996,,23.73,70.709999,63.240002000000004,53.599998,47.490002000000004,,23.879998999999998,71.33000200000001,63.900002,54.419998,45.610001000000004,,23.299999,70.400002,63.040001000000004,53.529999,45.790001000000004,,23.35,70.529999,63.110001000000004,54.040001000000004,40.206684,,17.597799,53.60356899999999,47.330128,43.260403000000004,11299500,,78937600,8154400,12849900,19174600
2010-04-28,46.23,,23.41,70.480003,62.650002,53.919998,46.369999,,23.459999,70.730003,63.459998999999996,54.099998,45.52,,22.91,69.760002,62.41,53.52,46.080002,,23.26,70.339996,63.169998,53.610001000000004,40.461319,,17.529968,53.459164,47.739596999999996,42.916164,9533700,,109052100,7589400,13090000,14904200
