Date,AAPL,FB
2015-08-14,115.959999,94.41999799999999
2015-08-17,117.160004,93.93
2015-08-18,116.5,95.16999799999999
2015-08-19,115.010002,95.309998
2015-08-20,112.650002,90.559998
2015-08-21,105.760002,86.059998
2015-08-24,103.120003,82.089996
2015-08-25,103.739998,83.0
2015-08-26,109.690002,87.190002
2015-08-27,112.91999799999999,89.730003
2015-08-28,113.290001,91.010002
2015-08-31,112.760002,89.43
2015-09-01,107.720001,87.230003
2015-09-02,112.339996,89.889999
2015-09-03,110.370003,88.150002
2015-09-04,109.269997,88.260002
2015-09-08,112.309998,89.529999
2015-09-09,110.150002,90.440002
2015-09-10,112.57,91.980003
2015-09-11,114.209999,92.050003
2015-09-14,115.309998,92.309998
2015-09-15,116.279999,92.900002
2015-09-16,116.410004,93.449997
2015-09-17,113.91999799999999,94.339996
2015-09-18,113.449997,94.400002
2015-09-21,115.209999,95.550003
2015-09-22,113.400002,92.959999
2015-09-23,114.32,93.970001
2015-09-24,115.0,94.410004
2015-09-25,114.709999,92.769997
2015-09-28,112.440002,89.209999
2015-09-29,109.059998,86.66999799999999
2015-09-30,110.300003,89.900002
2015-10-01,109.58000200000001,90.949997
2015-10-02,110.379997,92.07
2015-10-05,110.779999,94.010002
2015-10-06,111.309998,92.800003
2015-10-07,110.779999,92.400002
2015-10-08,109.5,92.470001
2015-10-09,112.120003,93.239998
2015-10-12,111.599998,94.260002
2015-10-13,111.790001,94.120003
2015-10-14,110.209999,94.07
2015-10-15,111.860001,95.959999
2015-10-16,111.040001,97.540001
2015-10-19,111.730003,98.470001
2015-10-20,113.769997,97.0
2015-10-21,113.760002,97.110001
2015-10-22,115.5,99.66999799999999
2015-10-23,119.08000200000001,102.190002
2015-10-26,115.279999,103.769997
2015-10-27,114.550003,103.699997
2015-10-28,119.269997,104.199997
2015-10-29,120.529999,104.879997
2015-10-30,119.5,101.970001
2015-11-02,121.18,103.309998
2015-11-03,122.57,102.58000200000001
2015-11-04,122.0,103.940002
2015-11-05,120.91999799999999,108.760002
2015-11-06,121.059998,107.099998
2015-11-09,120.57,106.489998
2015-11-10,116.769997,107.910004
2015-11-11,116.110001,109.010002
2015-11-12,115.720001,108.019997
2015-11-13,112.339996,103.949997
2015-11-16,114.18,104.040001
2015-11-17,113.690002,105.129997
2015-11-18,117.290001,107.769997
2015-11-19,118.779999,106.260002
2015-11-20,119.300003,107.32
2015-11-23,117.75,106.949997
2015-11-24,118.879997,105.739998
2015-11-25,118.029999,105.410004
2015-11-27,117.809998,105.449997
2015-11-30,118.300003,104.239998
2015-12-01,117.339996,107.120003
2015-12-02,116.279999,106.07
2015-12-03,115.199997,104.379997
2015-12-04,119.029999,106.18
2015-12-07,118.279999,105.610001
2015-12-08,118.230003,106.489998
2015-12-09,115.620003,104.599998
2015-12-10,116.16999799999999,105.41999799999999
2015-12-11,113.18,102.120003
2015-12-14,112.480003,104.660004
2015-12-15,110.489998,104.550003
2015-12-16,111.339996,106.790001
2015-12-17,108.980003,106.220001
2015-12-18,106.029999,104.040001
2015-12-21,107.33000200000001,104.769997
2015-12-22,107.230003,105.510002
2015-12-23,108.610001,104.629997
2015-12-24,108.029999,105.019997
2015-12-28,106.82,105.93
2015-12-29,108.739998,107.260002
2015-12-30,107.32,106.220001
2015-12-31,105.260002,104.660004
2016-01-04,105.349998,102.220001
2016-01-05,102.709999,102.730003
2016-01-06,100.699997,102.970001
2016-01-07,96.449997,97.91999799999999
2016-01-08,96.959999,97.33000200000001
2016-01-11,98.529999,97.510002
2016-01-12,99.959999,99.370003
2016-01-13,97.389999,95.440002
2016-01-14,99.519997,98.370003
2016-01-15,97.129997,94.970001
2016-01-19,96.660004,95.260002
2016-01-20,96.790001,94.349998
2016-01-21,96.300003,94.160004
2016-01-22,101.41999799999999,97.940002
2016-01-25,99.440002,97.010002
2016-01-26,99.989998,97.339996
2016-01-27,93.41999799999999,94.449997
2016-01-28,94.089996,109.110001
2016-01-29,97.339996,112.209999
2016-02-01,96.43,115.089996
2016-02-02,94.480003,114.610001
2016-02-03,96.349998,112.690002
2016-02-04,96.599998,110.489998
2016-02-05,94.019997,104.07
2016-02-08,95.010002,99.75
2016-02-09,94.989998,99.540001
2016-02-10,94.269997,101.0
2016-02-11,93.699997,101.910004
2016-02-12,93.989998,102.010002
2016-02-16,96.639999,101.610001
2016-02-17,98.120003,105.199997
2016-02-18,96.260002,103.470001
2016-02-19,96.040001,104.57
2016-02-22,96.879997,107.160004
2016-02-23,94.690002,105.459999
2016-02-24,96.099998,106.879997
2016-02-25,96.760002,108.07
2016-02-26,96.910004,107.91999799999999
2016-02-29,96.690002,106.91999799999999
2016-03-01,100.529999,109.82
2016-03-02,100.75,109.949997
2016-03-03,101.5,109.58000200000001
2016-03-04,103.010002,108.389999
2016-03-07,101.870003,105.730003
2016-03-08,101.029999,105.93
2016-03-09,101.120003,107.510002
2016-03-10,101.16999799999999,107.32
2016-03-11,102.260002,109.410004
2016-03-14,102.519997,109.889999
2016-03-15,104.58000200000001,110.66999799999999
2016-03-16,105.970001,112.18
2016-03-17,105.800003,111.019997
2016-03-18,105.91999799999999,111.449997
2016-03-21,105.910004,111.849998
2016-03-22,106.720001,112.25
2016-03-23,106.129997,112.540001
2016-03-24,105.66999799999999,113.050003
2016-03-28,105.190002,113.690002
2016-03-29,107.68,116.139999
2016-03-30,109.559998,114.699997
2016-03-31,108.989998,114.099998
2016-04-01,109.989998,116.059998
2016-04-04,111.120003,112.550003
2016-04-05,109.809998,112.220001
2016-04-06,110.959999,113.709999
2016-04-07,108.540001,113.639999
2016-04-08,108.660004,110.629997
2016-04-11,109.019997,108.989998
2016-04-12,110.440002,110.610001
2016-04-13,112.040001,110.510002
2016-04-14,112.099998,110.839996
2016-04-15,109.849998,109.639999
2016-04-18,107.480003,110.449997
2016-04-19,106.910004,112.290001
2016-04-20,107.129997,112.41999799999999
2016-04-21,105.970001,113.440002
2016-04-22,105.68,110.559998
2016-04-25,105.08000200000001,110.099998
2016-04-26,104.349998,108.760002
2016-04-27,97.82,108.889999
2016-04-28,94.83000200000001,116.730003
2016-04-29,93.739998,117.58000200000001
2016-05-02,93.639999,118.57
2016-05-03,95.18,117.43
2016-05-04,94.190002,118.059998
2016-05-05,93.239998,117.809998
2016-05-06,92.720001,119.489998
2016-05-09,92.790001,119.239998
2016-05-10,93.41999799999999,120.5
2016-05-11,92.510002,119.519997
2016-05-12,90.339996,120.279999
2016-05-13,90.519997,119.809998
2016-05-16,93.879997,118.66999799999999
2016-05-17,93.489998,117.349998
2016-05-18,94.559998,117.650002
2016-05-19,94.199997,116.809998
2016-05-20,95.220001,117.349998
2016-05-23,96.43,115.970001
2016-05-24,97.900002,117.699997
2016-05-25,99.620003,117.889999
2016-05-26,100.410004,119.470001
2016-05-27,100.349998,119.379997
2016-05-31,99.860001,118.809998
2016-06-01,98.459999,118.779999
2016-06-02,97.720001,118.93
2016-06-03,97.91999799999999,118.470001
2016-06-06,98.629997,118.790001
2016-06-07,99.029999,117.760002
2016-06-08,98.940002,118.389999
2016-06-09,99.650002,118.559998
2016-06-10,98.83000200000001,116.620003
2016-06-13,97.339996,113.949997
2016-06-14,97.459999,114.940002
2016-06-15,97.139999,114.599998
2016-06-16,97.550003,114.389999
2016-06-17,95.33000200000001,113.019997
2016-06-20,95.099998,113.370003
2016-06-21,95.910004,114.379997
2016-06-22,95.550003,113.910004
2016-06-23,96.099998,115.08000200000001
2016-06-24,93.400002,112.08000200000001
2016-06-27,92.040001,108.970001
2016-06-28,93.589996,112.699997
2016-06-29,94.400002,114.160004
2016-06-30,95.599998,114.279999
2016-07-01,95.889999,114.190002
2016-07-05,94.989998,114.199997
2016-07-06,95.529999,116.699997
2016-07-07,95.940002,115.849998
2016-07-08,96.68,117.239998
2016-07-11,96.980003,117.870003
2016-07-12,97.41999799999999,117.93
2016-07-13,96.870003,116.779999
2016-07-14,98.790001,117.290001
2016-07-15,98.779999,116.860001
2016-07-18,99.83000200000001,119.370003
2016-07-19,99.870003,120.610001
2016-07-20,99.959999,121.91999799999999
2016-07-21,99.43,120.610001
2016-07-22,98.660004,121.0
2016-07-25,97.339996,121.629997
2016-07-26,96.66999799999999,121.220001
2016-07-27,102.949997,123.339996
2016-07-28,104.339996,125.0
2016-07-29,104.209999,123.940002
2016-08-01,106.050003,124.309998
2016-08-02,104.480003,123.089996
2016-08-03,105.790001,122.510002
2016-08-04,105.870003,124.360001
2016-08-05,107.480003,125.150002
2016-08-08,108.370003,125.260002
2016-08-09,108.809998,125.059998
2016-08-10,108.0,124.879997
2016-08-11,107.93,124.900002
2016-08-12,108.18,124.879997
2016-08-15,109.480003,123.900002
2016-08-16,109.379997,123.300003
2016-08-17,109.220001,124.370003
2016-08-18,109.08000200000001,123.910004
2016-08-19,109.360001,123.559998
2016-08-22,108.510002,124.150002
2016-08-23,108.849998,124.370003
2016-08-24,108.029999,123.480003
2016-08-25,107.57,123.889999
2016-08-26,106.940002,124.959999
2016-08-29,106.82,126.540001
2016-08-30,106.0,125.839996
2016-08-31,106.099998,126.120003
2016-09-01,106.730003,126.16999799999999
2016-09-02,107.730003,126.510002
2016-09-06,107.699997,129.729996
2016-09-07,108.360001,131.050003
2016-09-08,105.519997,130.270004
2016-09-09,103.129997,127.099998
2016-09-12,105.440002,128.690002
2016-09-13,107.949997,127.209999
2016-09-14,111.769997,127.769997
2016-09-15,115.57,128.350006
2016-09-16,114.91999799999999,129.070007
2016-09-19,113.58000200000001,128.649994
2016-09-20,113.57,128.639999
2016-09-21,113.550003,129.940002
2016-09-22,114.620003,130.080002
2016-09-23,112.709999,127.959999
2016-09-26,112.879997,127.309998
2016-09-27,113.089996,128.690002
2016-09-28,113.949997,129.229996
2016-09-29,112.18,128.08999599999999
2016-09-30,113.050003,128.270004
2016-10-03,112.519997,128.770004
2016-10-04,113.0,128.190002
2016-10-05,113.050003,128.470001
2016-10-06,113.889999,128.740005
2016-10-07,114.059998,128.990005
2016-10-10,116.050003,130.240005
2016-10-11,116.300003,128.880005
2016-10-12,117.339996,129.050003
2016-10-13,116.980003,127.82
2016-10-14,117.629997,127.879997
2016-10-17,117.550003,127.540001
2016-10-18,117.470001,128.570007
2016-10-19,117.120003,130.110001
2016-10-20,117.059998,130.0
2016-10-21,116.599998,132.070007
2016-10-24,117.650002,133.279999
2016-10-25,118.25,132.28999299999998
2016-10-26,115.589996,131.03999299999998
2016-10-27,114.480003,129.690002
2016-10-28,113.720001,131.28999299999998
2016-10-31,113.540001,130.990005
2016-11-01,111.489998,129.5
2016-11-02,111.589996,127.16999799999999
2016-11-03,109.83000200000001,120.0
2016-11-04,108.839996,120.75
2016-11-07,110.410004,122.150002
2016-11-08,111.059998,124.220001
2016-11-09,110.879997,123.18
2016-11-10,107.790001,120.800003
2016-11-11,108.43,119.019997
2016-11-14,105.709999,115.08000200000001
2016-11-15,107.110001,117.199997
2016-11-16,109.989998,116.339996
2016-11-17,109.949997,117.790001
2016-11-18,110.059998,117.019997
2016-11-21,111.730003,121.769997
2016-11-22,111.800003,121.470001
2016-11-23,111.230003,120.839996
2016-11-25,111.790001,120.379997
2016-11-28,111.57,120.410004
2016-11-29,111.459999,120.870003
2016-11-30,110.519997,118.41999799999999
2016-12-01,109.489998,115.099998
2016-12-02,109.900002,115.400002
2016-12-05,109.110001,117.43
2016-12-06,109.949997,117.309998
2016-12-07,111.029999,117.949997
2016-12-08,112.120003,118.910004
2016-12-09,113.949997,119.68
2016-12-12,113.300003,117.769997
2016-12-13,115.190002,120.309998
2016-12-14,115.190002,120.209999
2016-12-15,115.82,120.57
2016-12-16,115.970001,119.870003
2016-12-19,116.639999,119.239998
2016-12-20,116.949997,119.089996
2016-12-21,117.059998,119.040001
2016-12-22,116.290001,117.400002
2016-12-23,116.519997,117.269997
2016-12-27,117.260002,118.010002
2016-12-28,116.760002,116.91999799999999
2016-12-29,116.730003,116.349998
2016-12-30,115.82,115.050003
2017-01-03,116.150002,116.860001
2017-01-04,116.019997,118.690002
2017-01-05,116.610001,120.66999799999999
2017-01-06,117.910004,123.410004
2017-01-09,118.989998,124.900002
2017-01-10,119.110001,124.349998
2017-01-11,119.75,126.089996
2017-01-12,119.25,126.620003
2017-01-13,119.040001,128.33999599999999
2017-01-17,120.0,127.870003
2017-01-18,119.989998,127.91999799999999
2017-01-19,119.779999,127.550003
2017-01-20,120.0,127.040001
2017-01-23,120.08000200000001,128.929993
2017-01-24,119.970001,129.369995
2017-01-25,121.879997,131.479996
2017-01-26,121.940002,132.779999
2017-01-27,121.949997,132.179993
2017-01-30,121.629997,130.979996
2017-01-31,121.349998,130.320007
2017-02-01,128.75,133.229996
2017-02-02,128.529999,130.83999599999999
2017-02-03,129.080002,130.979996
2017-02-06,130.28999299999998,132.059998
2017-02-07,131.529999,131.83999599999999
2017-02-08,132.03999299999998,134.199997
2017-02-09,132.419998,134.139999
2017-02-10,132.119995,134.190002
2017-02-13,133.28999299999998,134.050003
2017-02-14,135.020004,133.850006
2017-02-15,135.509995,133.440002
2017-02-16,135.350006,133.83999599999999
2017-02-17,135.720001,133.529999
2017-02-21,136.699997,133.720001
2017-02-22,137.110001,136.119995
2017-02-23,136.529999,135.360001
2017-02-24,136.66000400000001,135.440002
2017-02-27,136.929993,136.41000400000001
2017-02-28,136.990005,135.53999299999998
2017-03-01,139.78999299999998,137.419998
2017-03-02,138.96000700000002,136.759995
2017-03-03,139.779999,137.169998
2017-03-06,139.33999599999999,137.419998
2017-03-07,139.520004,137.300003
2017-03-08,139.0,137.720001
2017-03-09,138.679993,138.240005
2017-03-10,139.139999,138.78999299999998
2017-03-13,139.199997,139.600006
2017-03-14,138.990005,139.320007
2017-03-15,140.46000700000002,139.720001
2017-03-16,140.690002,139.990005
2017-03-17,139.990005,139.83999599999999
2017-03-20,141.46000700000002,139.940002
2017-03-21,139.83999599999999,138.509995
2017-03-22,141.419998,139.58999599999999
2017-03-23,140.919998,139.529999
2017-03-24,140.639999,140.33999599999999
2017-03-27,140.880005,140.320007
2017-03-28,143.800003,141.759995
2017-03-29,144.119995,142.649994
2017-03-30,143.929993,142.41000400000001
2017-03-31,143.66000400000001,142.050003
2017-04-03,143.699997,142.279999
2017-04-04,144.770004,141.729996
2017-04-05,144.020004,141.850006
2017-04-06,143.66000400000001,141.169998
2017-04-07,143.33999599999999,140.779999
2017-04-10,143.169998,141.03999299999998
2017-04-11,141.630005,139.919998
2017-04-12,141.800003,139.580002
2017-04-13,141.050003,139.389999
2017-04-17,141.830002,141.419998
2017-04-18,141.199997,140.96000700000002
2017-04-19,140.679993,142.270004
2017-04-20,142.440002,143.800003
2017-04-21,142.270004,143.679993
2017-04-24,143.639999,145.470001
2017-04-25,144.529999,146.490005
2017-04-26,143.679993,146.559998
2017-04-27,143.78999299999998,147.699997
2017-04-28,143.649994,150.25
2017-05-01,146.580002,152.46000700000002
2017-05-02,147.509995,152.779999
2017-05-03,147.059998,151.800003
2017-05-04,146.529999,150.850006
2017-05-05,148.96000700000002,150.240005
2017-05-08,153.009995,151.059998
2017-05-09,153.990005,150.479996
2017-05-10,153.259995,150.28999299999998
2017-05-11,153.949997,150.03999299999998
2017-05-12,156.100006,150.330002
2017-05-15,155.699997,150.190002
2017-05-16,155.470001,149.779999
2017-05-17,150.25,144.850006
2017-05-18,152.53999299999998,147.66000400000001
2017-05-19,153.059998,148.059998
2017-05-22,153.990005,148.240005
2017-05-23,153.800003,148.070007
2017-05-24,153.33999599999999,150.03999299999998
2017-05-25,153.869995,151.96000700000002
2017-05-26,153.610001,152.130005
2017-05-30,153.669998,152.380005
2017-05-31,152.759995,151.46000700000002
2017-06-01,153.179993,151.529999
2017-06-02,155.449997,153.610001
2017-06-05,153.929993,153.630005
2017-06-06,154.449997,152.809998
2017-06-07,155.369995,153.119995
2017-06-08,154.990005,154.71000700000002
2017-06-09,148.979996,149.600006
2017-06-12,145.419998,148.440002
2017-06-13,146.58999599999999,150.679993
2017-06-14,145.16000400000001,150.25
2017-06-15,144.28999299999998,149.800003
2017-06-16,142.270004,150.639999
2017-06-19,146.33999599999999,152.869995
2017-06-20,145.009995,152.25
2017-06-21,145.869995,153.91000400000001
2017-06-22,145.630005,153.399994
2017-06-23,146.279999,155.070007
2017-06-26,145.820007,153.58999599999999
2017-06-27,143.729996,150.580002
2017-06-28,145.830002,153.240005
2017-06-29,143.679993,151.03999299999998
2017-06-30,144.020004,150.979996
2017-07-03,143.5,148.429993
2017-07-05,144.08999599999999,150.33999599999999
2017-07-06,142.729996,148.820007
2017-07-07,144.179993,151.440002
2017-07-10,145.059998,153.5
2017-07-11,145.529999,155.270004
2017-07-12,145.740005,158.899994
2017-07-13,147.770004,159.259995
2017-07-14,149.03999299999998,159.970001
2017-07-17,149.559998,159.729996
2017-07-18,150.080002,162.860001
2017-07-19,151.020004,164.139999
2017-07-20,150.33999599999999,164.529999
2017-07-21,150.270004,164.429993
2017-07-24,152.08999599999999,166.0
2017-07-25,152.740005,165.279999
2017-07-26,153.46000700000002,165.610001
2017-07-27,150.559998,170.440002
2017-07-28,149.5,172.449997
2017-07-31,148.729996,169.25
2017-08-01,150.050003,169.860001
2017-08-02,157.139999,169.300003
2017-08-03,155.570007,168.58999599999999
2017-08-04,156.389999,169.619995
2017-08-07,158.809998,171.979996
2017-08-08,160.080002,171.229996
2017-08-09,161.059998,171.179993
2017-08-10,155.320007,167.399994
2017-08-11,157.479996,168.080002
2017-08-14,159.850006,170.75
2017-08-15,161.600006,171.0
2017-08-16,160.949997,170.0
2017-08-17,157.860001,166.91000400000001
2017-08-18,157.5,167.41000400000001
2017-08-21,157.21000700000002,167.779999
2017-08-22,159.779999,169.639999
2017-08-23,159.979996,168.71000700000002
2017-08-24,159.270004,167.740005
2017-08-25,159.860001,166.320007
2017-08-28,161.470001,167.240005
2017-08-29,162.91000400000001,168.050003
2017-08-30,163.350006,169.919998
2017-08-31,164.0,171.970001
2017-09-01,164.050003,172.020004
2017-09-05,162.080002,170.720001
2017-09-06,161.91000400000001,172.08999599999999
2017-09-07,161.259995,173.21000700000002
2017-09-08,158.630005,170.949997
2017-09-11,161.5,173.509995
2017-09-12,160.860001,172.96000700000002
2017-09-13,159.649994,173.050003
2017-09-14,158.279999,170.96000700000002
2017-09-15,159.880005,171.639999
2017-09-18,158.669998,170.009995
2017-09-19,158.729996,172.520004
2017-09-20,156.070007,172.169998
2017-09-21,153.389999,171.110001
2017-09-22,151.889999,170.53999299999998
2017-09-25,150.550003,162.869995
2017-09-26,153.139999,164.21000700000002
2017-09-27,154.229996,167.679993
2017-09-28,153.279999,168.729996
2017-09-29,154.119995,170.869995
2017-10-02,153.809998,169.470001
2017-10-03,154.479996,169.96000700000002
2017-10-04,153.479996,168.419998
2017-10-05,155.389999,171.240005
2017-10-06,155.300003,172.229996
2017-10-09,155.83999599999999,172.5
2017-10-10,155.899994,171.58999599999999
2017-10-11,156.550003,172.740005
2017-10-12,156.0,172.550003
2017-10-13,156.990005,173.740005
2017-10-16,159.880005,174.520004
2017-10-17,160.470001,176.110001
2017-10-18,159.759995,176.029999
2017-10-19,155.979996,174.559998
2017-10-20,156.25,174.979996
2017-10-23,156.169998,171.270004
2017-10-24,157.100006,171.800003
2017-10-25,156.41000400000001,170.600006
2017-10-26,157.41000400000001,170.630005
2017-10-27,163.050003,177.880005
2017-10-30,166.720001,179.869995
2017-10-31,169.03999299999998,180.059998
2017-11-01,166.889999,182.66000400000001
2017-11-02,168.110001,178.919998
2017-11-03,172.5,178.919998
2017-11-06,174.25,180.169998
2017-11-07,174.809998,180.25
2017-11-08,176.240005,179.559998
2017-11-09,175.880005,179.300003
2017-11-10,174.669998,178.46000700000002
2017-11-13,173.970001,178.770004
2017-11-14,171.33999599999999,178.070007
2017-11-15,169.080002,177.949997
2017-11-16,171.100006,179.58999599999999
2017-11-17,170.149994,179.0
2017-11-20,169.979996,178.740005
2017-11-21,173.139999,181.860001
2017-11-22,174.96000700000002,180.869995
2017-11-24,174.970001,182.779999
2017-11-27,174.08999599999999,183.029999
2017-11-28,173.070007,182.419998
2017-11-29,169.479996,175.130005
2017-11-30,171.850006,177.179993
2017-12-01,171.050003,175.100006
2017-12-04,169.800003,171.470001
2017-12-05,169.639999,172.830002
2017-12-06,169.009995,176.059998
2017-12-07,169.320007,180.139999
2017-12-08,169.369995,179.0
2017-12-11,172.669998,179.03999299999998
2017-12-12,171.699997,176.96000700000002
2017-12-13,172.270004,178.300003
2017-12-14,172.220001,178.389999
2017-12-15,173.970001,180.179993
2017-12-18,176.419998,180.820007
2017-12-19,174.53999299999998,179.509995
2017-12-20,174.350006,177.889999
2017-12-21,175.009995,177.449997
2017-12-22,175.009995,177.199997
2017-12-26,170.570007,175.990005
2017-12-27,170.600006,177.619995
2017-12-28,171.080002,177.919998
2017-12-29,169.229996,176.46000700000002
2018-01-02,172.259995,181.419998
2018-01-03,172.229996,184.669998
2018-01-04,173.029999,184.330002
2018-01-05,175.0,186.850006
2018-01-08,174.350006,188.279999
2018-01-09,174.330002,187.869995
2018-01-10,174.28999299999998,187.83999599999999
2018-01-11,175.279999,187.770004
2018-01-12,177.08999599999999,179.369995
2018-01-16,176.190002,178.389999
2018-01-17,179.100006,177.600006
2018-01-18,179.259995,179.800003
2018-01-19,178.46000700000002,181.28999299999998
2018-01-22,177.0,185.369995
2018-01-23,177.03999299999998,189.350006
2018-01-24,174.220001,186.550003
2018-01-25,171.110001,187.479996
2018-01-26,171.509995,190.0
2018-01-29,167.96000700000002,185.979996
2018-01-30,166.970001,187.119995
2018-01-31,167.429993,186.889999
2018-02-01,167.779999,193.08999599999999
2018-02-02,160.5,190.279999
2018-02-05,156.490005,181.259995
2018-02-06,163.029999,185.309998
2018-02-07,159.53999299999998,180.179993
2018-02-08,155.149994,171.580002
2018-02-09,156.41000400000001,176.110001
2018-02-12,162.71000700000002,176.41000400000001
2018-02-13,164.33999599999999,173.149994
2018-02-14,167.369995,179.520004
2018-02-15,172.990005,179.96000700000002
2018-02-16,172.429993,177.360001
2018-02-20,171.850006,176.009995
2018-02-21,171.070007,177.91000400000001
2018-02-22,172.5,178.990005
2018-02-23,175.5,183.28999299999998
2018-02-26,178.970001,184.929993
2018-02-27,178.389999,181.46000700000002
2018-02-28,178.119995,178.320007
2018-03-01,175.0,175.940002
2018-03-02,176.21000700000002,176.619995
2018-03-05,176.820007,180.399994
2018-03-06,176.669998,179.779999
